,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,plot-size,construction-period,garden-surface-area,postcode,date
2229,1095,2581 TS Den Haag (Geuzenkwartier),Apartment Van Wesenbekestraat,Huisportaal.nl,/apartment-for-rent/den-haag/4cdb0569/van-wesenbekestraat,https://casco-media-prod.global.ssl.fastly.net/4cdb0569-e99a-52d5-a4f8-9a9bd1e2bed2/2b164772d240e2307def55b92633c356.jpg?width=600&auto=webp,65,,3,Furnished,,,,2581TS,2021-11-02
2230,995,5037 KM Tilburg (Friezenlaan),Apartment Friezenlaan,Rijsterborgh Makelaars,/apartment-for-rent/tilburg/eb9693bd/friezenlaan,https://casco-media-prod.global.ssl.fastly.net/eb9693bd-cacc-54e0-b372-bdb2f7c0431d/47455c0cc89052a86bf1bca7a2ac6813.jpg?width=600&auto=webp,80,,3,,,1970,,5037KM,2021-11-02
2231,2400,3232 AP Brielle (Rugge),House van der Fuyckstraat,HB Housing ,/house-for-rent/brielle/034c486a/van-der-fuyckstraat,https://casco-media-prod.global.ssl.fastly.net/034c486a-5c1f-5773-ac43-9a794a71e93f/fdb510089c2aa968efa23a9a32a532d0.jpg?width=600&auto=webp,85,,5,Upholstered or furnished,,,,3232AP,2021-11-02
2232,1377,2231 DW Rijnsburg (Frederiksoord-Noord),Apartment De Klok 411,De Raad Makelaars,/apartment-for-rent/rijnsburg/98ce59ab/de-klok,https://casco-media-prod.global.ssl.fastly.net/98ce59ab-f26a-52db-8485-1990f84bfbbb/ba2b1b590e6e11984ebd1df14ad68166.jpg?width=600&auto=webp,76,,3,Upholstered,,,,2231DW,2021-11-02
2233,1100,5612 HC Eindhoven (Limbeek-Noord),Apartment Boschdijk,Friendly Housing,/apartment-for-rent/eindhoven/66d5f2f9/boschdijk,https://casco-media-prod.global.ssl.fastly.net/66d5f2f9-76fc-5384-b856-65466ac69c7f/162213540f8122dc87ef0b04f3efd19d.jpg?width=600&auto=webp,65,,3,Upholstered,,,,5612HC,2021-11-02
2234,1250,2517 HS Den Haag (Stadhoudersplantsoen),Apartment Valeriusstraat,Homeland Real Estate,/apartment-for-rent/den-haag/e383ed05/valeriusstraat,https://casco-media-prod.global.ssl.fastly.net/e383ed05-9b99-59bd-b35f-6c0195018c80/0d46039f160693dbc781509b1fec1c91.jpg?width=600&auto=webp,75,,3,Furnished,,,,2517HS,2021-11-02
2235,800,6411 JM Heerlen (Heerlen-Centrum),Apartment Bongerd,Phidec Vastgoed Beheer B.V.,/apartment-for-rent/heerlen/a50488ac/bongerd,https://casco-media-prod.global.ssl.fastly.net/a50488ac-3e02-53b4-8422-888f83645856/afceb7c24f039a04e4744ccfbad14463.jpg?width=600&auto=webp,115,,3,Shell,,,,6411JM,2021-11-02
2236,1250,6414 XJ Heerlen (Heksenberg),House Heideveldweg,HouseHunting Parkstad,/house-for-rent/heerlen/3251c2aa/heideveldweg,https://casco-media-prod.global.ssl.fastly.net/3251c2aa-de8a-5621-adeb-8bb33212eeda/486e078aab2ca604b53240d0bbd8bc71.jpg?width=600&auto=webp,170,,6,Upholstered,,,,6414XJ,2021-11-02
2237,1750,2512 BD Den Haag (Zuidwal),Apartment Dunne Bierkade 27 A,Wooncompany Den Haag,/apartment-for-rent/den-haag/b08c6961/dunne-bierkade,https://casco-media-prod.global.ssl.fastly.net/b08c6961-340e-56a5-8673-dbafd286c2ec/e7600acc05f5080040ab42b9fcc29124.jpg?width=600&auto=webp,160,,3,Furnished,,,,2512BD,2021-11-02
2238,900,2011 RZ Haarlem (Bakenes),Studio Jansstraat,Wolf Rentals,/studio-for-rent/haarlem/a0a0f47d/jansstraat,https://casco-media-prod.global.ssl.fastly.net/a0a0f47d-b55d-503d-a4ef-657564173534/0c08948c002325a5e63066481059b61c.jpg?width=600&auto=webp,35,,1,Furnished,,,,2011RZ,2021-11-02
2239,1750,3072 RD Rotterdam (Afrikaanderwijk),Apartment Hilledijk 81 A,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/3540056b/hilledijk,https://casco-media-prod.global.ssl.fastly.net/3540056b-ac1f-5bac-a83b-549f511a3549/e215452a9d21d4743d4b1d5b222b587a.jpg?width=600&auto=webp,100,,3,Upholstered,,,,3072RD,2021-11-02
2240,1895,2624 NZ Delft (Roland Holstbuurt),Apartment Jan Campertlaan 17,Oude Delft Makelaardij,/apartment-for-rent/delft/8898faad/jan-campertlaan,https://casco-media-prod.global.ssl.fastly.net/8898faad-9697-54f6-9992-a8a2514bbfb4/61eeeb81381f6b1888929ae693f9833e.jpg?width=600&auto=webp,120,,4,Upholstered or furnished,,,,2624NZ,2021-11-02
2241,1100,6229 EB Maastricht (Randwyck),Apartment Aubeldomein,Consten Vastgoed,/apartment-for-rent/maastricht/2a2a40f4/aubeldomein,https://casco-media-prod.global.ssl.fastly.net/2a2a40f4-dce8-5200-b217-18be6ad8bc97/fbdf334d6b1f311df7b1c6348b388a7b.jpg?width=600&auto=webp,110,,3,Upholstered,,,,6229EB,2021-11-02
2242,1000,2281 AE Rijswijk (Leeuwendaal),Apartment Haagweg,Homeland Real Estate,/apartment-for-rent/rijswijk/bfa32869/haagweg,https://casco-media-prod.global.ssl.fastly.net/bfa32869-00d8-5b17-88c8-7e7c8182b9e1/f0906b90f05c04b63b54d9b40f8f11de.jpg?width=600&auto=webp,77,,2,Furnished,,,,2281AE,2021-11-02
2243,1475,3054 GB Rotterdam (Hillegersberg Noord),Apartment Bergse Dorpsstraat,Rent an Apartment,/apartment-for-rent/rotterdam/e722133a/bergse-dorpsstraat,https://casco-media-prod.global.ssl.fastly.net/e722133a-b2c9-5271-969e-a33128bc3d28/6936397bc9c13d68e87f1ade9f02a97f.jpg?width=600&auto=webp,104,,4,Upholstered,,,,3054GB,2021-11-02
2244,3500,1017 RW Amsterdam (De Weteringschans),Apartment Weteringschans 41 E,Parker & Williams Real Estate Services,/apartment-for-rent/amsterdam/ed1abddf/weteringschans,https://casco-media-prod.global.ssl.fastly.net/ed1abddf-5e65-5a2b-ac5d-7335d17b7e75/113f50c5bce88d13f01b989a6e692ace.jpg?width=600&auto=webp,136,,4,Upholstered,,,,1017RW,2021-11-02
2245,1795,2036 RK Haarlem (De Burgen),Apartment Engelenburg 297,Lokaal Makelaardij,/apartment-for-rent/haarlem/c2fd717a/engelenburg,https://casco-media-prod.global.ssl.fastly.net/c2fd717a-5b8b-52e7-8434-beb3614217e9/c711072ae7668b318c31f1ac03f1a428.jpg?width=600&auto=webp,95,,4,Upholstered,,,,2036RK,2021-11-02
2246,1250,3522 HH Utrecht (Rivierenwijk),Apartment Jutfaseweg 96,VVZ - Vastgoed Verhuur Zwolle,/apartment-for-rent/utrecht/79ccc954/jutfaseweg,https://media.pararius.nl/image/PR0001658000/PR0001658517/image/jpeg/400x600/UtrechtJutfaseweg-461a_9.jpg,50,,2,Upholstered,,,,3522HH,2021-11-02
2247,735,6372 EK Landgraaf (Schaesberg Centrum),Apartment Hoofdstraat 26,Prevoo Vastgoed,/apartment-for-rent/landgraaf/86b882e8/hoofdstraat,https://media.pararius.nl/image/PR0001658000/PR0001658515/image/jpeg/400x600/LandgraafHoofdstraat-9cc8_1.jpg,61,,2,Upholstered,,,,6372EK,2021-11-02
2248,1600,1621 KD Hoorn (Binnenstad - Buurt 10 02),Apartment Grote Noord 1,Expat Housing Services,/apartment-for-rent/hoorn-nh/8325b052/grote-noord,https://casco-media-prod.global.ssl.fastly.net/8325b052-11d8-503a-9cbd-6d02df8e6b31/7d58d328cad2529b45b014812f10c832.jpg?width=600&auto=webp,95,,3,Upholstered or furnished,,,,1621KD,2021-11-02
2249,660,6413 EP Heerlen (Heerlerheide Kom),Apartment Geitstraat,Huurwoningen Parkstad,/apartment-for-rent/heerlen/224d498f/geitstraat,https://casco-media-prod.global.ssl.fastly.net/224d498f-a324-518a-9827-89b00728c0b8/fa138baeae134a5f421a7632306993c7.jpg?width=600&auto=webp,64,,5,,,,6,6413EP,2021-11-02
2250,1925,1068 MS Amsterdam (Osdorp-Oost),Apartment Professor J.H. Gunningstraat,Amsterdam Property Renting,/apartment-for-rent/amsterdam/4003afbe/professor-j-h-gunningstraat,https://media.pararius.nl/image/PR0001658000/PR0001658512/image/jpeg/400x600/AmsterdamProfessorJHGunningstraat-75e4_1.jpg,74,,3,Furnished,,,,1068MS,2021-11-02
2251,2250,1562 LX Krommenie (Willis),House Wilgenhaantje,Koops Makelaardij,/house-for-rent/krommenie/7bed5314/wilgenhaantje,https://casco-media-prod.global.ssl.fastly.net/7bed5314-9882-510b-9c8c-7830af969f23/7471c7c08522b0a7f98519a3c090fb47.jpg?width=600&auto=webp,182,,5,Upholstered,,,,1562LX,2021-11-02
2252,3850,1013 BH Amsterdam (Haarlemmerbuurt),Apartment Westerdok 358 PP,Broersma Makelaardij,/apartment-for-rent/amsterdam/4f172e88/westerdok,https://casco-media-prod.global.ssl.fastly.net/4f172e88-4a12-509b-92e8-37007c3a7261/381c30ec9f5e13fd627ffcdba268cf34.jpg?width=600&auto=webp,148,,3,Upholstered,,,,1013BH,2021-11-02
2253,1300,3111 AW Schiedam (De Plantage),Apartment Tuinlaan,DWM Makelaardij,/apartment-for-rent/schiedam/63ac8a51/tuinlaan,https://casco-media-prod.global.ssl.fastly.net/63ac8a51-7548-5af9-99a6-e17c72e6ee69/f335ecaa40cc98990d7daa4b8f56d1e3.jpg?width=600&auto=webp,55,,3,,,,34,3111AW,2021-11-02
2254,1195,9791 CT Ten Boer (Ten Boer Dorp),Apartment Hendrik Westerstraat,123Wonen Groningen,/apartment-for-rent/ten-boer/2d2ae718/hendrik-westerstraat,https://casco-media-prod.global.ssl.fastly.net/2d2ae718-8bf9-5b16-8cfe-e30ae27ba641/cca353a58efe875cb16a207d23743966.jpg?width=600&auto=webp,61,,2,Furnished,,,,9791CT,2021-11-02
2255,1095,3083 ZN Rotterdam (Carnisse),Apartment Fazantstraat,Housing Solutions,/apartment-for-rent/rotterdam/7e2aca09/fazantstraat,https://casco-media-prod.global.ssl.fastly.net/7e2aca09-baa5-5998-aef2-7ce41a78cf20/0e608698c589378ae57359febcb3a01b.jpg?width=600&auto=webp,50,,3,Upholstered,,,,3083ZN,2021-11-02
2256,1850,1181 TE Amstelveen (Elsrijk Oost),House Carel Fabritiuslaan 54,Eenhoorn Management B.V.,/house-for-rent/amstelveen/0cbf3170/carel-fabritiuslaan,https://casco-media-prod.global.ssl.fastly.net/0cbf3170-5ec9-5f62-aae4-ce464f72e9d4/625e15e5de34cfd1e5931284ccf4503d.jpg?width=600&auto=webp,82,,4,Shell,,,,1181TE,2021-11-02
2257,2250,2514 KC Den Haag (Willemspark),Apartment Prinses Mariestraat 7 F,Wooncompany Den Haag,/apartment-for-rent/den-haag/5b180a32/prinses-mariestraat,https://casco-media-prod.global.ssl.fastly.net/5b180a32-37dc-5529-ba0f-fef50734445e/ba917bfd29019b654f444743b4ac3168.jpg?width=600&auto=webp,113,,3,Furnished,,,,2514KC,2021-11-02
2258,615,3742 CC Baarn (Centrum),Room Schoolstraat 25 Kamer 9,Brick Brokers,/room-for-rent/baarn/2555f569/schoolstraat,https://casco-media-prod.global.ssl.fastly.net/2555f569-7c1e-5788-8ef3-d4fd759a3445/492f1b9f8a663b97d412fc603ee0c3c7.jpg?width=600&auto=webp,30,,1,,,,,3742CC,2021-11-02
2259,2950,1016 BE Amsterdam (Grachtengordel-West),Apartment Herengracht 187 C,Prinsen Residence International,/apartment-for-rent/amsterdam/6debed84/herengracht,https://casco-media-prod.global.ssl.fastly.net/6debed84-cb43-5951-9b94-c2f158ab2ee3/b5cbfaa9532cbc71f96e23aff2aa098b.jpg?width=600&auto=webp,90,,3,Furnished,,,,1016BE,2021-11-02
2260,1350,5622 AA Eindhoven (Kronehoef),Apartment Kloosterdreef,Budget Housing,/apartment-for-rent/eindhoven/d5547d22/kloosterdreef,https://media.pararius.nl/image/PR0001658000/PR0001658442/image/jpeg/400x600/EindhovenKloosterdreef-58ce_16.jpg,73,,3,Upholstered,,,,5622AA,2021-11-02
2261,1125,1105 BM Amsterdam (Amstel III/Bullewijk),Apartment Pietersbergweg,Wolf Huisvestingsgroep,/apartment-for-rent/amsterdam/a353909f/pietersbergweg,https://media.pararius.nl/image/PR0001658000/PR0001658434/image/jpeg/400x600/AmsterdamPietersbergweg-06ac_18.jpg,61,,2,Upholstered,,,,1105BM,2021-11-02
2262,1850,2585 EW Den Haag (Archipelbuurt),Apartment Laan Copes van Cattenburch 69 H,The Hague Real Estate Services,/apartment-for-rent/den-haag/66fa2a26/laan-copes-van-cattenburch,https://casco-media-prod.global.ssl.fastly.net/66fa2a26-155b-5666-8abc-63b6bc741b68/080cf876e53e440d8f7690ea551a83df.jpg?width=600&auto=webp,37,,1,Furnished,,,,2585EW,2021-11-02
2263,5000,2587 TX Den Haag (Belgisch Park),Apartment Zwolsestraat 11,The Hague Real Estate Services,/apartment-for-rent/den-haag/02229814/zwolsestraat,https://casco-media-prod.global.ssl.fastly.net/02229814-4eeb-5cf4-8b85-ca852c7a87f8/9cbef849403055eff070c68057def295.jpg?width=600&auto=webp,275,,4,Furnished,,,,2587TX,2021-11-02
2264,1990,3607 AA Maarssen (Duivenkamp),House Duivenkamp,Amstel Housing Utrecht,/house-for-rent/maarssen/9a9296ba/duivenkamp,https://casco-media-prod.global.ssl.fastly.net/9a9296ba-221c-588e-85a5-bc82d5fef858/46bf8ea1df94f784d4f2819582aa03ba.jpg?width=600&auto=webp,123,,6,Upholstered,,,,3607AA,2021-11-02
2265,1300,6814 HK Arnhem (Burgemeesterswijk),Apartment Van Lawick van Pabststraat,Franke & van der Aa Makelaars,/apartment-for-rent/arnhem/ca5e12a9/van-lawick-van-pabststraat,https://casco-media-prod.global.ssl.fastly.net/ca5e12a9-757c-5a6f-a3fc-62a6dccd69a9/37a0e817bb0ce2a22908cc833cf8f0c3.jpg?width=600&auto=webp,86,,3,,,1906,,6814HK,2021-11-02
2266,995,5261 BN Vught (Taalstraat en omgeving),Apartment Eikendonck,Nu-huren.nl,/apartment-for-rent/vught/7f1a5fd0/eikendonck,https://casco-media-prod.global.ssl.fastly.net/7f1a5fd0-9d3c-5a71-b8d2-ccc7224b8274/37861df13449dad3b52179f3aa5e20db.jpg?width=600&auto=webp,60,,2,Upholstered,,,,5261BN,2021-11-02
2267,1650,3071 PR Rotterdam (Kop van Zuid - Entrepot),Apartment Handelsplein,Riva Rentals,/apartment-for-rent/rotterdam/9b341c29/handelsplein,https://casco-media-prod.global.ssl.fastly.net/9b341c29-a649-56ba-b27f-6c2fa49b0962/aed78fb45bcd7383845854b9cf2dc203.jpg?width=600&auto=webp,106,,2,Furnished,,,,3071PR,2021-11-02
2268,1500,3082 SK Rotterdam (Oud Charlois),Apartment Oostvoornsestraat 15 A,Heimstaden,/apartment-for-rent/rotterdam/1eff7bd8/oostvoornsestraat,https://casco-media-prod.global.ssl.fastly.net/1eff7bd8-ae23-5e19-aafb-ebc1b0e693af/6a03471825bad1e5694fe2a4c50e79f0.jpg?width=600&auto=webp,147,,7,Upholstered,,,,3082SK,2021-11-02
2269,2300,4811 HE Breda (Chassé),House Vierwindenstraat,Rotsvast Breda,/house-for-rent/breda/edd24207/vierwindenstraat,https://casco-media-prod.global.ssl.fastly.net/edd24207-3ece-55f6-a314-9ca34f4e4eed/85f8b4ca42ee25e75989b835a5bda9c9.jpg?width=600&auto=webp,200,,7,Furnished,,,,4811HE,2021-11-02
2270,3375,1018 DD Amsterdam (Weesperbuurt/Plantage),Apartment Plantage Middenlaan 10 B,Absolute Housing,/apartment-for-rent/amsterdam/dabb8079/plantage-middenlaan,https://casco-media-prod.global.ssl.fastly.net/dabb8079-01cc-5acc-8598-94660c3ec05f/a54b9b7aa35df6e3cb10a754c10ea3e3.jpg?width=600&auto=webp,160,,4,Upholstered,,,,1018DD,2021-11-02
2271,1950,3029 AD Rotterdam (Nieuw Mathenesse),Apartment Galvanistraat,Holland2Stay,/apartment-for-rent/rotterdam/8c686857/galvanistraat,https://casco-media-prod.global.ssl.fastly.net/8c686857-4007-5e11-bbf3-963ebd970e66/808699dfb980783f8c04a5c94fedc257.jpg?width=600&auto=webp,127,,4,Upholstered or furnished,,,,3029AD,2021-11-02
2272,1435,1069 RS Amsterdam (Osdorp-Midden),Apartment Jan van Zutphenstraat,Holland2Stay,/apartment-for-rent/amsterdam/1025d6e2/jan-van-zutphenstraat,https://casco-media-prod.global.ssl.fastly.net/1025d6e2-68ec-5a80-b4c1-3312e558f701/19660402aa5eed00ee37bab1e62ba4a9.jpg?width=600&auto=webp,96,,3,,,2010,,1069RS,2021-11-02
2273,530,6291 EL Vaals (Vaals),Apartment Maastrichterlaan 59 c,AMfield,/apartment-for-rent/vaals/be91d5ad/maastrichterlaan,https://casco-media-prod.global.ssl.fastly.net/be91d5ad-e11c-5ff3-b2ae-cd6044db67c0/43524fa23162ab91d0c858f018f264e5.jpg?width=600&auto=webp,75,,3,,,1986,,6291EL,2021-11-02
2274,1800,2025 XH Haarlem (Nachtegaalbuurt),House Reigerstraat,A Plus Apartments,/house-for-rent/haarlem/287370da/reigerstraat,https://casco-media-prod.global.ssl.fastly.net/287370da-9814-5a1f-860f-bf6a6fbd8d2c/9d23900200dbbf4fc0d62360c9a49116.jpg?width=600&auto=webp,110,,5,Upholstered,,,,2025XH,2021-11-02
2275,1500,2158 LV Buitenkaag (Buitenkaag),House Lisserdijk,Drenth Vastgoed Beheer,/house-for-rent/buitenkaag/ce953381/lisserdijk,https://casco-media-prod.global.ssl.fastly.net/ce953381-54f5-5f76-a290-23ad2788db3d/5e3b2254e216bcfc4cb11ff3ecbcd622.jpg?width=600&auto=webp,80,,4,Upholstered or furnished,,,,2158LV,2021-11-02
2276,1500,2571 AE Den Haag (Rond de Energiecentrale),Apartment Loosduinseweg 373 E1,The Hague Real Estate Services,/apartment-for-rent/den-haag/bf935217/loosduinseweg,https://casco-media-prod.global.ssl.fastly.net/bf935217-5e47-5d3c-8a04-2011eedf3939/05d0cbe129393c33d2354e570dd74e38.jpg?width=600&auto=webp,82,,3,Upholstered,,,,2571AE,2021-11-02
2277,1600,2571 AE Den Haag (Rond de Energiecentrale),Apartment Loosduinseweg 373 E 2,The Hague Real Estate Services,/apartment-for-rent/den-haag/5cbccfd9/loosduinseweg,https://casco-media-prod.global.ssl.fastly.net/5cbccfd9-2045-5e3b-a5d5-f17a303c1aea/4030273725983839b95733c3b46ae485.jpg?width=600&auto=webp,82,,3,Upholstered,,,,2571AE,2021-11-02
2278,1250,3032 RD Rotterdam (Agniesebuurt),Apartment Roo-Valkstraat,Kolpa V.V.S. Beheer,/apartment-for-rent/rotterdam/146c1284/roo-valkstraat,https://casco-media-prod.global.ssl.fastly.net/146c1284-0468-53dd-950f-9a958cca8b9a/9d7f220de6f1663503fa6b20df038d88.jpg?width=600&auto=webp,60,,3,Upholstered,,,,3032RD,2021-11-02
2279,1300,3039 LJ Rotterdam (Blijdorp),Apartment Statensingel,Kolpa V.V.S. Beheer,/apartment-for-rent/rotterdam/f11789a6/statensingel,https://casco-media-prod.global.ssl.fastly.net/f11789a6-c227-5590-adfb-25571f44a444/b70857928f99981f7a68c148d34681a6.jpg?width=600&auto=webp,75,,3,Upholstered,,,,3039LJ,2021-11-02
2280,2700,2565 TH Den Haag (Bloemenbuurt-Oost),Apartment Irisstraat 121,Premium Huis Vastgoed B.V.,/apartment-for-rent/den-haag/8f08e282/irisstraat,https://casco-media-prod.global.ssl.fastly.net/8f08e282-8445-5c31-a1d2-35ccce2cb785/b340aa7beadbd03bb733da5b1b1268ca.jpg?width=600&auto=webp,175,,7,Upholstered,,,,2565TH,2021-11-02
2281,1440,3016 BE Rotterdam (Nieuwe Werk),Apartment Van Vollenhovenstraat,NederWoon verhuurmakelaars Nijmegen,/apartment-for-rent/rotterdam/ffc8421a/van-vollenhovenstraat,https://casco-media-prod.global.ssl.fastly.net/ffc8421a-b5cd-5f0d-900c-fd4ae0262d5a/ee8b3e12df2613c5ffc670a44319dd2f.jpg?width=600&auto=webp,80,,3,Upholstered,,,,3016BE,2021-11-02
2282,2995,2514 BC Den Haag (Willemspark),House Laan van Roos en Doorn,Homeland Real Estate,/house-for-rent/den-haag/b5d76257/laan-van-roos-en-doorn,https://casco-media-prod.global.ssl.fastly.net/b5d76257-3082-56ff-9f6b-3a2ffbcb38ee/b21d7e0ca8195b9d16b78419e90cc5b4.jpg?width=600&auto=webp,185,,5,Furnished,,,,2514BC,2021-11-02
2283,1750,1211 PA Hilversum (Centrum),Apartment Schapenkamp,Stam Vastgoed,/apartment-for-rent/hilversum/b37974e9/schapenkamp,https://casco-media-prod.global.ssl.fastly.net/b37974e9-2f2d-511c-a08f-b1507f763a01/ac25122c439649fb2059cfd1430e392c.jpg?width=600&auto=webp,100,,3,Upholstered or furnished,,,,1211PA,2021-11-02
2284,4500,1181 PE Amstelveen (Kruiskerkbuurt),House De Ruyschlaan 199,Dutch Housing Centre BV,/house-for-rent/amstelveen/3204e695/de-ruyschlaan,https://casco-media-prod.global.ssl.fastly.net/3204e695-24e9-5ff2-8dc5-466fa0fc99b3/389db1fab423abe4a4bf9bf87893160a.jpg?width=600&auto=webp,181,,7,Upholstered,,,,1181PE,2021-11-02
2285,3000,3055 WP Rotterdam (Molenlaankwartier),House Willem Pijperlaan,NVM Makelaarskantoor G. Kok,/house-for-rent/rotterdam/7b8a290c/willem-pijperlaan,https://casco-media-prod.global.ssl.fastly.net/7b8a290c-b68e-59b9-81f3-7bddff0c8abc/b4bfce6947c899442161cd606597b50d.jpg?width=600&auto=webp,200,,7,,,,240,3055WP,2021-11-02
2286,1350,2574 AD Den Haag (Leyenburg),Apartment Soestdijksekade,Van 't Hof Rijnland Vastgoedmanagement,/apartment-for-rent/den-haag/c625f66c/soestdijksekade,https://casco-media-prod.global.ssl.fastly.net/c625f66c-b6c8-5619-8f58-84829c790f90/82d4bcaebcf21672650f4aa20d3df49f.jpg?width=600&auto=webp,124,,5,,,,,2574AD,2021-11-02
2287,1350,2161 JB Lisse (Het Vierkant),Apartment Kanaalstraat 39 B,The Tenants Group,/apartment-for-rent/lisse/89b10843/kanaalstraat,https://media.pararius.nl/image/PR0001658000/PR0001658410/image/jpeg/400x600/LisseKanaalstraat-cbaf_6.jpg,53,,2,Upholstered,,,,2161JB,2021-11-02
2288,1400,2161 JB Lisse (Het Vierkant),Apartment Kanaalstraat 39 A,The Tenants Group,/apartment-for-rent/lisse/d66c2204/kanaalstraat,https://media.pararius.nl/image/PR0001658000/PR0001658409/image/jpeg/400x600/LisseKanaalstraat-4904_2.jpg,73,,2,Upholstered,,,,2161JB,2021-11-02
2289,1335,6213 EG Maastricht (Wolder),Apartment Médoclaan,Star Housing,/apartment-for-rent/maastricht/a7846718/medoclaan,https://casco-media-prod.global.ssl.fastly.net/a7846718-3c19-5f84-bb8b-deb5b745dd8d/bef1eaf04bb0b82fedb4c9fd869ccdba.jpg?width=600&auto=webp,78,,3,Upholstered,,,,6213EG,2021-11-02
2290,1650,4823 JS Breda (Heksenwiel),House Heksenkring 23,EHP Makelaardij,/house-for-rent/breda/30656b4c/heksenkring,https://media.pararius.nl/image/PR0001658000/PR0001658407/image/jpeg/400x600/BredaHeksenkring-b8a9_1.jpg,132,,5,Upholstered,,,,4823JS,2021-11-02
2291,2000,2586 EC Den Haag (Scheveningen Badplaats),Apartment Seinpostduin 118,The Hague Real Estate Services,/apartment-for-rent/den-haag/f3f6c031/seinpostduin,https://casco-media-prod.global.ssl.fastly.net/f3f6c031-ac9f-575d-afb9-b0f0af1ba949/7f595bd89c5fa09e6fc4b2b80abbdcd9.jpg?width=600&auto=webp,141,,3,Upholstered,,,,2586EC,2021-11-02
2292,1250,5213 SR Den Bosch (De Hinthamerpoort),Apartment Westenburgerweg,123Wonen Den Bosch,/apartment-for-rent/den-bosch/ec7d9b6e/westenburgerweg,https://casco-media-prod.global.ssl.fastly.net/ec7d9b6e-f311-5a33-9dcd-39dc14d54308/235a7b49d7b30dd1afce3ff85ee95c9f.jpg?width=600&auto=webp,65,,2,Furnished,,,,5213SR,2021-11-02
2293,1475,5658 SH Eindhoven (Waterrijk),House Waterfront,Budget Housing,/house-for-rent/eindhoven/b9044a96/waterfront,https://media.pararius.nl/image/PR0001658000/PR0001658402/image/jpeg/400x600/EindhovenWaterfront-5838_1.jpg,117,,4,Upholstered,,,,5658SH,2021-11-02
2294,2200,1187 BT Amstelveen (Bovenkerk),Apartment Ringslang 123,Amstel Housing Amstelveen,/apartment-for-rent/amstelveen/a1b6f5a3/ringslang,https://casco-media-prod.global.ssl.fastly.net/a1b6f5a3-f6bb-5778-aed1-ad1eb011a5a5/56047fbf5aa1a674e9a9b75d1f16cdb9.jpg?width=600&auto=webp,107,,4,Furnished,,,,1187BT,2021-11-02
2295,1095,2511 AT Den Haag (Zuidwal),Apartment Nieuwstraat,A&N Vastgoed,/apartment-for-rent/den-haag/7700bb94/nieuwstraat,https://casco-media-prod.global.ssl.fastly.net/7700bb94-9865-55e2-9d22-4c70661d735c/4d6d4b97571039d4199fabc8388605f7.jpg?width=600&auto=webp,35,,2,Upholstered,,,,2511AT,2021-11-02
2296,2450,2586 BB Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootweg,Sonar appartementen,/apartment-for-rent/den-haag/dcad6ea4/gevers-deynootweg,https://casco-media-prod.global.ssl.fastly.net/dcad6ea4-93f1-5978-be66-06c6a3ae96a5/de8d976020730bb8f1ff758bc0a0c99e.jpg?width=600&auto=webp,116,,3,Furnished,,,,2586BB,2021-11-02
2297,1590,4451 BD Heinkenszand (Heinkenszand (Kern)),Apartment Dorpsstraat,Rotsvast Middelburg,/apartment-for-rent/heinkenszand/85060922/dorpsstraat,https://casco-media-prod.global.ssl.fastly.net/85060922-139f-5ccc-98ad-0a07dd1d1a94/4f85c58703bc228fe8b8bfd6818e5f73.jpg?width=600&auto=webp,107,,3,Shell,,,,4451BD,2021-11-02
2298,1500,4451 BD Heinkenszand (Heinkenszand (Kern)),Apartment Dorpsstraat,Rotsvast Middelburg,/apartment-for-rent/heinkenszand/7d120ecb/dorpsstraat,https://casco-media-prod.global.ssl.fastly.net/7d120ecb-e8c7-511d-a25c-f5a2b0f22071/345c18d24471eafde582ae9a3f31ca61.jpg?width=600&auto=webp,101,,3,Shell,,,,4451BD,2021-11-02
2299,1375,4816 JL Breda (Doornbos-Linie),Apartment Abdijstraat,Interhouse verhuurmakelaars Breda,/apartment-for-rent/breda/372e166e/abdijstraat,https://casco-media-prod.global.ssl.fastly.net/372e166e-e0da-581f-b6b7-8d65299aae14/0f463d42e832729488ef9e42a775108d.jpg?width=600&auto=webp,100,,3,Upholstered,,,,4816JL,2021-11-02
2300,950,1613 KS Grootebroek (Kloosterhof en Oostersluis),House Molenbuurt,123Wonen Zaandam,/house-for-rent/grootebroek/a8ae9939/molenbuurt,https://casco-media-prod.global.ssl.fastly.net/a8ae9939-a573-57f6-a419-ead5587b18cb/1489d0d02a82d0c11ad178162412fd30.jpg?width=600&auto=webp,40,,2,Furnished,,,,1613KS,2021-11-02
2301,1600,1017 NL Amsterdam (De Weteringschans),Apartment Lange Leidsedwarsstraat 42 B,IJisberg Real Estate,/apartment-for-rent/amsterdam/83c80f44/lange-leidsedwarsstraat,https://casco-media-prod.global.ssl.fastly.net/83c80f44-cfc8-5eef-8a5e-c8ff9ec34409/fcd81a7202e83aa2966feff295114df8.jpg?width=600&auto=webp,40,,2,,,1860,,1017NL,2021-11-02
