,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,plot-size,construction-period,garden-surface-area,postcode,date
2302,1950,2511 CE Den Haag (Uilebomen),Apartment Korte Koediefstraat 4 C,Wooncompany Den Haag,/apartment-for-rent/den-haag/3bbf4872/korte-koediefstraat,https://casco-media-prod.global.ssl.fastly.net/3bbf4872-d758-5f06-82a6-83f3b08be67a/7a51aa7acd4667155b777759e08b1c14.jpg?width=600&auto=webp,110,,2,Furnished,,,,2511CE,2021-11-02
2303,1250,2512 BT Den Haag (Zuidwal),Apartment Gedempte Burgwal,The Real Estate Company,/apartment-for-rent/den-haag/94121a57/gedempte-burgwal,https://casco-media-prod.global.ssl.fastly.net/94121a57-3390-5d8e-9cc8-988f7f3ca60f/ae9fa79975de00e07847531c5f7c7e51.jpg?width=600&auto=webp,64,,2,Furnished,,,,2512BT,2021-11-02
2304,1650,4201 AN Gorinchem (Bovenstad),House Kriekenmarkt,Trijs & Partners,/house-for-rent/gorinchem/8d653be2/kriekenmarkt,https://casco-media-prod.global.ssl.fastly.net/8d653be2-7ff7-554d-9e9e-9c04e5aed23f/0eb27e86b6f30226ccbb894a466de221.jpg?width=600&auto=webp,120,,4,Furnished,,,,4201AN,2021-11-02
2305,1450,1273 SL Huizen (Huizermaat Noord),Apartment Zomerkade,Stam Vastgoed,/apartment-for-rent/huizen/af701804/zomerkade,https://casco-media-prod.global.ssl.fastly.net/af701804-d575-5993-8379-b6de9c0992a5/d313142a5b7dd89bbc3e11aa55703569.jpg?width=600&auto=webp,96,,4,Upholstered,,,,1273SL,2021-11-02
2306,1950,1053 BB Amsterdam (Kinkerbuurt),Apartment Wenslauerstraat,Compass Housing Amsterdam,/apartment-for-rent/amsterdam/1984689d/wenslauerstraat,https://casco-media-prod.global.ssl.fastly.net/1984689d-74bc-5914-9f0c-8992dfda35cf/21b464178774048c27532c774d90a9f5.jpg?width=600&auto=webp,65,,3,Furnished,,,,1053BB,2021-11-02
2307,1725,2011 TV Haarlem (Binnenstad),Apartment Nieuwe Groenmarkt 51 A,Interhouse verhuurmakelaars Haarlem,/apartment-for-rent/haarlem/588662b4/nieuwe-groenmarkt,https://casco-media-prod.global.ssl.fastly.net/588662b4-7327-570d-9355-b643995d790d/97fec6b661b51dbe172ef053f87d6117.jpg?width=600&auto=webp,69,,3,Upholstered,,,,2011TV,2021-11-02
2308,1490,5211 TL Den Bosch (Binnenstad-Centrum),Apartment Brede Haven,Pas verhuurt,/apartment-for-rent/den-bosch/3ee9fc11/brede-haven,https://casco-media-prod.global.ssl.fastly.net/3ee9fc11-826b-51be-a190-4bf0b5f499a7/bf7450638a6ed3bbf8665b562012eaf3.jpg?width=600&auto=webp,109,,3,Upholstered,,,,5211TL,2021-11-02
2309,2250,3071 MN Rotterdam (Kop van Zuid),Apartment Ernest Groosmanplein,Dop & Dop Consultancy,/apartment-for-rent/rotterdam/775493e8/ernest-groosmanplein,https://casco-media-prod.global.ssl.fastly.net/775493e8-53b7-5932-9a3f-f52843d8ca92/ab0e68e0ef5296ca0c3b5f513c8e260d.jpg?width=600&auto=webp,120,,3,Furnished,,,,3071MN,2021-11-02
2310,3500,1077 MJ Amsterdam (Apollobuurt),Apartment Rubensstraat,NOORESTATE,/apartment-for-rent/amsterdam/61ff951b/rubensstraat,https://casco-media-prod.global.ssl.fastly.net/61ff951b-104e-5bd6-9fef-42cd01f8849d/7d9aff1007c87e068891471d3a60d544.jpg?width=600&auto=webp,228,,6,Upholstered,,,,1077MJ,2021-11-02
2311,1075,6043 VN Roermond (Sterrenberg),Apartment Plutolaan 67,Huizenbalie.nl,/apartment-for-rent/roermond/2f84c2d8/plutolaan,https://casco-media-prod.global.ssl.fastly.net/2f84c2d8-5b57-5032-a5b5-dc43cc2f47e4/79e8207e121cd9315ff3a059a2a77a46.jpg?width=600&auto=webp,86,,4,Upholstered,,,,6043VN,2021-11-02
2312,1985,1012 DG Amsterdam (Burgwallen-Oude Zijde),Apartment Oudezijds Achterburgwal,Sweers & Boys,/apartment-for-rent/amsterdam/39788b0e/oudezijds-achterburgwal,https://casco-media-prod.global.ssl.fastly.net/39788b0e-8292-5b3e-9976-25b730cadcc0/cd7abedd1f1cfef8e7899ea6ea9e996c.jpg?width=600&auto=webp,99,,3,Upholstered,,,,1012DG,2021-11-02
2313,1250,5613 CA Eindhoven (Villapark),Apartment Fazantlaan,GOETH Vastgoed,/apartment-for-rent/eindhoven/98850e6e/fazantlaan,https://casco-media-prod.global.ssl.fastly.net/98850e6e-8dd0-5b45-ae24-2ebb5d61b2e2/b9f7dec6747fa252d9120191277c6cc4.jpg?width=600&auto=webp,45,,2,Furnished,,,,5613CA,2021-11-02
2314,1010,5707 BX Helmond (Steenweg en omgeving),Apartment Frans Joseph van Thielpark,Van Santvoort Makelaars Eindhoven,/apartment-for-rent/helmond/20677965/frans-joseph-van-thielpark,https://casco-media-prod.global.ssl.fastly.net/20677965-eab9-5e84-9e3d-c1f0060e57bc/a8e5ed31fc70bd9e6494659d9e720417.jpg?width=600&auto=webp,90,,2,,,2001-2010,,5707BX,2021-11-02
2315,1225,5215 CN Den Bosch (Aawijk-Zuid),Apartment IJsselsingel,Domica Den Bosch,/apartment-for-rent/den-bosch/0e1b77b9/ijsselsingel,https://casco-media-prod.global.ssl.fastly.net/0e1b77b9-883b-53e1-98fb-2ad960c87796/fc5f2de9e25d52b820565902cb2a6084.jpg?width=600&auto=webp,85,,3,Upholstered,,,,5215CN,2021-11-02
2316,2330,1076 DS Amsterdam (Stadionbuurt),Apartment Rheastraat,Lens Real Estate,/apartment-for-rent/amsterdam/7de4e7e0/rheastraat,https://casco-media-prod.global.ssl.fastly.net/7de4e7e0-4996-593d-86a3-5706f006e736/e8e19b42fa82b4d8aeb04f193d451fba.jpg?width=600&auto=webp,110,,3,Upholstered or furnished,,,,1076DS,2021-11-02
2317,2750,1015 AV Amsterdam (Grachtengordel-West),House Bergstraat,Rebid,/house-for-rent/amsterdam/a7c87aee/bergstraat,https://casco-media-prod.global.ssl.fastly.net/a7c87aee-162b-5ea4-9c41-81fa18560a6b/0c97871751cf4ebf16cb2027308c24ca.jpg?width=600&auto=webp,148,,5,,,Before 1906,,1015AV,2021-11-02
2318,1295,9718 HW Groningen (Schildersbuurt),House Leeuwarderstraat,123Wonen Groningen,/house-for-rent/groningen/6309aa2a/leeuwarderstraat,https://casco-media-prod.global.ssl.fastly.net/6309aa2a-c351-58ca-9fc5-d215e02d8a17/3e3d8b0f05c4a2714a052425763dd036.png?width=600&auto=webp,70,,3,Furnished,,,,9718HW,2021-11-02
2319,1575,1506 SH Zaandam (Russische buurt),Apartment Rozengracht,Kuijs Reinder Kakes Amsterdam,/apartment-for-rent/zaandam/ca307dc7/rozengracht,https://casco-media-prod.global.ssl.fastly.net/ca307dc7-d61b-504c-948f-319d8ed4a932/c4c1c94c6138711a815cffdbdc301bb3.jpg?width=600&auto=webp,96,,2,,,,25,1506SH,2021-11-02
2320,2350,2513 EX Den Haag (Zeeheldenkwartier),Apartment Vondelstraat 108,The Hague Real Estate Services,/apartment-for-rent/den-haag/06f7956a/vondelstraat,https://casco-media-prod.global.ssl.fastly.net/06f7956a-aec8-5fb7-9d6a-8ca278bed304/6c83f3f8088ace6528f03521736aba95.jpg?width=600&auto=webp,155,,5,Furnished,,,,2513EX,2021-11-02
2321,1300,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 53 B,iResidence,/house-for-rent/amsterdam/42f04044/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/42f04044-afba-571a-9812-c92f5556c4b7/9cee500953fe8512ff39a803493f57b8.jpg?width=600&auto=webp,54,,1,Upholstered,,,,1105BM,2021-11-02
2322,3600,2061 HM Bloemendaal (Bloemendaal),House Borskilaan 4,Lighthouse Property Services B.V.,/house-for-rent/bloemendaal/bf92d164/borskilaan,https://casco-media-prod.global.ssl.fastly.net/bf92d164-c99b-5bcb-9f24-e296f29a6bd8/6788129f6e947a41faae76dc4820bb04.jpg?width=600&auto=webp,173,,8,Upholstered,,,,2061HM,2021-11-02
2323,975,7312 JB Apeldoorn (Orden),Apartment Germanenlaan,123Wonen Apeldoorn,/apartment-for-rent/apeldoorn/2930e69d/germanenlaan,https://casco-media-prod.global.ssl.fastly.net/2930e69d-0947-5bec-a168-060f6eb94872/847547a776ff7381b5467f1a7a4625b0.jpg?width=600&auto=webp,75,,3,Upholstered,,,,7312JB,2021-11-02
2324,850,3035 EE Rotterdam (Oude Noorden),Apartment Noordplein,Rotterdam Rent,/apartment-for-rent/rotterdam/7ec654a9/noordplein,https://casco-media-prod.global.ssl.fastly.net/7ec654a9-0568-5d68-8cf5-e387f2c907d8/50bae6b211ab3a5c5f4c2654431f9ae3.jpg?width=600&auto=webp,30,,2,Furnished,,,,3035EE,2021-11-02
2325,1650,1052 KC Amsterdam (Frederik Hendrikbuurt),Apartment Van Oldenbarneveldtstraat,Rebid,/apartment-for-rent/amsterdam/8c27a5c1/van-oldenbarneveldtstraat,https://casco-media-prod.global.ssl.fastly.net/8c27a5c1-9347-5f6b-822e-daa311cb5a19/596c61bcc59b6a5130be1fde45f04fdc.jpg?width=600&auto=webp,80,,2,,,1930,,1052KC,2021-11-02
2326,2000,1753 EE Sint Maartensvlotbrug (Buitengebied Sint Maartensvlotbrug),House Parallelweg,123Wonen Alkmaar,/house-for-rent/sint-maartensvlotbrug/82e0e303/parallelweg,https://casco-media-prod.global.ssl.fastly.net/82e0e303-4e56-51f0-8bf8-1e88bbb32256/833018f0366a06b53fcd76119a73987e.jpg?width=600&auto=webp,100,,4,Furnished,,,,1753EE,2021-11-02
2327,1600,1078 SR Amsterdam (IJselbuurt),Apartment Uithoornstraat,Interhouse verhuurmakelaars Amsterdam,/apartment-for-rent/amsterdam/2aa0e153/uithoornstraat,https://casco-media-prod.global.ssl.fastly.net/2aa0e153-97fa-54e5-bbb2-63876ed9403c/523c99412a6e04a94dacb765e1e9f119.jpg?width=600&auto=webp,80,,3,Furnished,,,,1078SR,2021-11-02
2328,1300,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 53 A,iResidence,/house-for-rent/amsterdam/b330aa65/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/b330aa65-cb76-517e-ae5e-d643562bc057/9cee500953fe8512ff39a803493f57b8.jpg?width=600&auto=webp,53,,1,Upholstered,,,,1105BM,2021-11-02
2329,700,6031 PS Nederweert (Boeket-Hoogbosweg),Apartment Aan 't Ven,OMNI HOUSE,/apartment-for-rent/nederweert/5b1d3ed4/aan-t-ven,https://casco-media-prod.global.ssl.fastly.net/5b1d3ed4-641a-5d51-b018-96a1410a4f69/2c8383e019285d10372b8e2ed2012036.jpg?width=600&auto=webp,60,,2,Upholstered,,,,6031PS,2021-11-02
2330,1450,5615 CP Eindhoven (Looiakkers),Apartment Le Sage ten Broeklaan,HouseHunting Eindhoven,/apartment-for-rent/eindhoven/74b75bb0/le-sage-ten-broeklaan,https://casco-media-prod.global.ssl.fastly.net/74b75bb0-678a-5944-b18d-28eea2734f5b/af91aa064b50ecf9c1af06ea30d2416e.jpg?width=600&auto=webp,59,,2,Furnished,,,,5615CP,2021-11-02
2331,1699,1141 CW Monnickendam (Oranjewijk),House Wilhelminalaan,Bright Apartments & Housing Services,/house-for-rent/monnickendam/91b3e0b9/wilhelminalaan,https://media.pararius.nl/image/PR0001658000/PR0001658306/image/jpeg/400x600/MonnickendamWilhelminalaan-c688_6.jpg,100,,5,Furnished,,,,1141CW,2021-11-02
2332,1540,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 21 C,iResidence,/house-for-rent/amsterdam/232ed2d0/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/232ed2d0-8245-544e-99a9-cd49de01da0e/53d496a004f51fcca8506ae20e6fcd44.jpg?width=600&auto=webp,78,,3,Furnished,,,,1105BM,2021-11-02
2333,1729,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 27 A,iResidence,/house-for-rent/amsterdam/f0c83e41/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/f0c83e41-0318-54a5-a953-ffc55576d9b6/53d496a004f51fcca8506ae20e6fcd44.jpg?width=600&auto=webp,91,,3,Upholstered,,,,1105BM,2021-11-02
2334,1658,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 23 B,iResidence,/house-for-rent/amsterdam/9145a6bc/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/9145a6bc-36e4-541f-a6e2-c08514dc9e88/1665d9eb0309b58f5ac2c440fa3922ca.jpg?width=600&auto=webp,85,,3,Upholstered,,,,1105BM,2021-11-02
2335,1729,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 29 A,iResidence,/house-for-rent/amsterdam/69cc5672/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/69cc5672-4697-5079-9c9f-bd204f9e3dae/53d496a004f51fcca8506ae20e6fcd44.jpg?width=600&auto=webp,91,,3,Upholstered,,,,1105BM,2021-11-02
2336,1729,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 25 A,iResidence,/house-for-rent/amsterdam/7f32e08a/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/7f32e08a-fab5-5306-92bf-afa9ae6253e5/53d496a004f51fcca8506ae20e6fcd44.jpg?width=600&auto=webp,91,,3,Upholstered,,,,1105BM,2021-11-02
2337,1750,9714 BX Groningen (Professorenbuurt),Apartment Bernoulliplein 35 a,Yure,/apartment-for-rent/groningen/209f399e/bernoulliplein,https://media.pararius.nl/image/PR0001658000/PR0001658304/image/jpeg/400x600/GroningenBernoulliplein-97d7_2.jpg,90,,3,Furnished,,,,9714BX,2021-11-02
2338,1843,1105 BM Amsterdam (Amstel III/Bullewijk),House Pietersbergweg 37 A,iResidence,/house-for-rent/amsterdam/67dace40/pietersbergweg,https://casco-media-prod.global.ssl.fastly.net/67dace40-be43-5d1d-9844-b0c87cc93a66/9cee500953fe8512ff39a803493f57b8.jpg?width=600&auto=webp,92,,3,Upholstered,,,,1105BM,2021-11-02
2339,2850,2265 BT Leidschendam (Klein Plaspoelpolder),House Dokter Van Zeelandstraat 33,The Hague Real Estate Services,/house-for-rent/leidschendam/20d5b5ec/dokter-van-zeelandstraat,https://casco-media-prod.global.ssl.fastly.net/20d5b5ec-5f65-58df-95b8-69715521560a/b09a22f89f4e1b570d1ae71641f78dc3.jpg?width=600&auto=webp,200,,6,Upholstered,,,,2265BT,2021-11-02
2340,1250,3132 TM Vlaardingen (Lage Weide),Apartment van der Waalsstraat 18,Match Property Management,/apartment-for-rent/vlaardingen/962c4f4d/van-der-waalsstraat,https://casco-media-prod.global.ssl.fastly.net/962c4f4d-bec9-5824-a2e0-d6e403cfe0dd/d549b5d62e8ac31b5b234b8e6350d165.jpg?width=600&auto=webp,67,,3,Upholstered,,,,3132TM,2021-11-02
2341,4650,2251 AK Voorschoten (Buitengebied),House Kniplaan,Frisia Makelaars,/house-for-rent/voorschoten/8158551b/kniplaan,https://casco-media-prod.global.ssl.fastly.net/8158551b-e848-5e57-92c9-c7b9967ad2c6/36bd92b75690f508fa7e1bf7ce1f0007.jpg?width=600&auto=webp,315,,8,Upholstered,,,,2251AK,2021-11-02
2342,1450,2282 XD Rijswijk (Rembrandtkwartier),Apartment Rembrandtkade,CMT Real Estate,/apartment-for-rent/rijswijk/6c026c30/rembrandtkade,https://media.pararius.nl/image/PR0001658000/PR0001658300/image/jpeg/400x600/RijswijkRembrandtkade-05e1_1.jpg,110,,4,Furnished,,,,2282XD,2021-11-02
2343,2500,2514 CH Den Haag (Voorhout),Apartment Denneweg 60,Onesta Vastgoed,/apartment-for-rent/den-haag/dc7f5104/denneweg,https://casco-media-prod.global.ssl.fastly.net/dc7f5104-115b-5d92-8aa4-7cac4f8725d2/a827556ef3fd278269ec4d0a0f580b39.jpg?width=600&auto=webp,130,,3,Upholstered,,,,2514CH,2021-11-02
2344,2250,2585 VK Den Haag (Archipelbuurt),Apartment Atjehstraat 18,Expat Residence,/apartment-for-rent/den-haag/4da51f59/atjehstraat,https://casco-media-prod.global.ssl.fastly.net/4da51f59-d04a-5af3-9fe8-0798cc99ace2/ab3fc74c0f65c55cc6cd5343c8fb0c16.jpg?width=600&auto=webp,115,,4,Upholstered,,,,2585VK,2021-11-02
2345,2350,3571 KE Utrecht (Tuindorp-Oost),Apartment Winklerlaan,NederWoon Verhuurmakelaars Utrecht,/apartment-for-rent/utrecht/8ad575b7/winklerlaan,https://casco-media-prod.global.ssl.fastly.net/8ad575b7-a31b-55ec-a985-56db64f523b0/28c4f2a473b05f881fac46f1852ea801.jpg?width=600&auto=webp,146,,4,Shell,,,,3571KE,2021-11-02
2346,930,4615 HL Bergen op Zoom (Zeekant),Apartment Benedenbaantje,Hopmans Wonen,/apartment-for-rent/bergen-op-zoom/64612492/benedenbaantje,https://casco-media-prod.global.ssl.fastly.net/64612492-468a-5b68-b991-94f592b9ef1d/4a5cb8cbfafe1cfb14e619a4a117a2ad.jpg?width=600&auto=webp,75,,3,Shell,,,,4615HL,2021-11-02
2347,1275,2014 HV Haarlem (Natuurkundigenbuurt-oost),Apartment Pieter van Musschenbroekstraat 33,Weelde Wonen,/apartment-for-rent/haarlem/02deb00c/pieter-van-musschenbroekstraat,https://casco-media-prod.global.ssl.fastly.net/02deb00c-b305-5082-953f-ea261221ac62/33a6defcb928e2a78182de8a28eb455a.jpg?width=600&auto=webp,46,,3,Furnished,,,,2014HV,2021-11-02
2348,1350,2202 DA Noordwijk (Villawijk-Zuid),Apartment Duinroos,123Wonen Leiden,/apartment-for-rent/noordwijk-zh/ceb8f3f4/duinroos,https://casco-media-prod.global.ssl.fastly.net/ceb8f3f4-d75c-5c80-ada3-0d047f88d0b4/0b9d7e9fee55e373dfc02c80fa81022d.jpg?width=600&auto=webp,76,,2,Furnished,,,,2202DA,2021-11-02
2349,1300,2587 XE Den Haag (Belgisch Park),Apartment Maastrichtsestraat,VERRA Real Estate,/apartment-for-rent/den-haag/0eaaf1c1/maastrichtsestraat,https://casco-media-prod.global.ssl.fastly.net/0eaaf1c1-8f8d-5b23-bd06-f3bd73f1976f/c334d7a439189229e30f6cae14206988.jpg?width=600&auto=webp,58,,2,Furnished,,,,2587XE,2021-11-02
2350,2750,2593 EA Den Haag (Bezuidenhout-Oost),Apartment Gerard Reijnststraat,VERRA Real Estate,/apartment-for-rent/den-haag/5a50de9a/gerard-reijnststraat,https://casco-media-prod.global.ssl.fastly.net/5a50de9a-e4c1-5b36-9ffc-51a3fe13c056/f4dbe989aab29f0229bd7c2a36b3e2e1.jpg?width=600&auto=webp,174,,7,Upholstered,,,,2593EA,2021-11-02
2351,2375,1015 BS Amsterdam (Grachtengordel-West),Apartment Herengracht,Expat Apartment Service,/apartment-for-rent/amsterdam/5d2863db/herengracht,https://media.pararius.nl/image/PR0001658000/PR0001658243/image/jpeg/400x600/AmsterdamHerengracht-1e8a_20.jpg,85,,3,Furnished,,,,1015BS,2021-11-02
2352,2350,2518 DJ Den Haag (Willemspark),Apartment Zeestraat 213,The Hague Real Estate Services,/apartment-for-rent/den-haag/ec8db439/zeestraat,https://casco-media-prod.global.ssl.fastly.net/ec8db439-5f5e-535c-950e-45f4ba46980e/a331c7f05a94ba3f49d20bec78d3db0f.jpg?width=600&auto=webp,113,,3,Upholstered or furnished,,,,2518DJ,2021-11-02
2353,2550,2518 DH Den Haag (Willemspark),Apartment Zeestraat 165,The Hague Real Estate Services,/apartment-for-rent/den-haag/17b52e71/zeestraat,https://casco-media-prod.global.ssl.fastly.net/17b52e71-b64b-568b-8931-24bacb0879fb/cc945655a35949c653615fe2b7a1531e.jpg?width=600&auto=webp,107,,3,Upholstered,,,,2518DH,2021-11-02
2354,1245,2566 NN Den Haag (Bloemenbuurt-Oost),Apartment Sportlaan,Karens Real Estate,/apartment-for-rent/den-haag/40cc2da4/sportlaan,https://casco-media-prod.global.ssl.fastly.net/40cc2da4-0781-55ed-bb40-7b5782053249/2605a0ba0f0a18019fbbbfdcc1744ed9.jpg?width=600&auto=webp,75,,3,Upholstered,,,,2566NN,2021-11-02
2355,1545,5621 HB Eindhoven (Woensel-West),House Wenckenbachstraat 2,Hanne Geenen Management,/house-for-rent/eindhoven/eef8882f/wenckenbachstraat,https://media.pararius.nl/image/PR0001658000/PR0001658240/image/jpeg/400x600/EindhovenWenckenbachstraat-28ee_9.jpg,75,,3,Upholstered,,,,5621HB,2021-11-02
2356,1395,3082 RD Rotterdam (Oud Charlois),Apartment Doklaan,Rental Rotterdam,/apartment-for-rent/rotterdam/5c9a9ec3/doklaan,https://casco-media-prod.global.ssl.fastly.net/5c9a9ec3-6bdb-5f8d-bd42-bf4b96b4c3a7/bf0e36bc1fb863f33d9e05c21ea59421.jpg?width=600&auto=webp,85,,4,Upholstered,,,,3082RD,2021-11-02
2357,1700,2518 DJ Den Haag (Willemspark),Apartment Zeestraat 239,The Hague Real Estate Services,/apartment-for-rent/den-haag/b58538ea/zeestraat,https://casco-media-prod.global.ssl.fastly.net/b58538ea-023d-5e8a-bc31-160bbb0f2237/0d46d6018777352972b3de4046f8be41.jpg?width=600&auto=webp,64,,2,Upholstered or furnished,,,,2518DJ,2021-11-02
2358,1750,3055 RG Rotterdam (Molenlaankwartier),Apartment Terbregselaan,IRIS Housing Rotterdam,/apartment-for-rent/rotterdam/2d1c0c69/terbregselaan,https://media.pararius.nl/image/PR0001658000/PR0001658238/image/jpeg/400x600/RotterdamTerbregselaan-569a_3.jpg,100,,3,Furnished,,,,3055RG,2021-11-02
2359,2495,3024 EP Rotterdam (Schiemond),Apartment Müllerkade,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/9d47ac24/muellerkade,https://casco-media-prod.global.ssl.fastly.net/9d47ac24-1837-5f80-9d31-59bc8cc82215/73aa788fc0c3cbad63e43e990245b343.jpg?width=600&auto=webp,148,,5,Furnished,,,,3024EP,2021-11-02
2360,1450,2586 HD Den Haag (Scheveningen Badplaats),Studio Berkenbosch Blokstraat 3,Four Star Apartments,/studio-for-rent/den-haag/4aba5e16/berkenbosch-blokstraat,https://media.pararius.nl/image/PR0001658000/PR0001658237/image/jpeg/400x600/DenHaagBerkenboschBlokstraat-9755_13.jpg,30,,1,Furnished,,,,2586HD,2021-11-02
2361,1375,3818 EG Amersfoort (Oranjelaan),Apartment Utrechtseweg 224,Stenia Vastgoedbeheer,/apartment-for-rent/amersfoort/2c6ba943/utrechtseweg,https://casco-media-prod.global.ssl.fastly.net/2c6ba943-52ed-510a-af17-0fdd3bf6f628/86e068550865ed1c96fa31a77c6dac5a.jpg?width=600&auto=webp,36,,2,,,1903,,3818EG,2021-11-02
2362,1490,4251 VZ Werkendam (Vervoornepolder zuid),Apartment Raadhuisplein,Vizier Makelaardij og,/apartment-for-rent/werkendam/767c4143/raadhuisplein,https://casco-media-prod.global.ssl.fastly.net/767c4143-2d4c-578c-a3ed-bfa88edf1d0f/1c3938842f99729a4cf0bec78ee61f38.jpg?width=600&auto=webp,119,,4,,,2021,,4251VZ,2021-11-02
2363,1450,2555 ME Den Haag (Bohemen en Meer en Bos),Apartment Heliotrooplaan,Homeland Real Estate,/apartment-for-rent/den-haag/0046c4c2/heliotrooplaan,https://casco-media-prod.global.ssl.fastly.net/0046c4c2-e365-52e1-8920-3cf7f26dd79a/e14427186072934933417b33ebadaf1e.jpg?width=600&auto=webp,75,,3,Furnished,,,,2555ME,2021-11-02
2364,1449,5613 SG Eindhoven (Lakerlopen),Apartment Picushof,Domica Eindhoven,/apartment-for-rent/eindhoven/3e095023/picushof,https://casco-media-prod.global.ssl.fastly.net/3e095023-65be-566c-b961-82b9a06ee2f6/bea3f6384dbd67110a00c2d3090b5488.jpg?width=600&auto=webp,160,,3,Upholstered,,,,5613SG,2021-11-02
2365,1600,1066 SC Amsterdam (Sloter-/Riekerpolder),Apartment Belgiëplein,Inter Immo Amsterdam,/apartment-for-rent/amsterdam/8241a988/belgieplein,https://media.pararius.nl/image/PR0001658000/PR0001658232/image/jpeg/400x600/AmsterdamBelgieplein-d629_15.jpg,88,,3,Upholstered,,,,1066SC,2021-11-02
2366,1950,1035 JZ Amsterdam (Oostzanerwerf),House Lange Vonder 104,Amsterdam Property Renting,/house-for-rent/amsterdam/dc284908/lange-vonder,https://media.pararius.nl/image/PR0001658000/PR0001658231/image/jpeg/400x600/AmsterdamLangeVonder-1fa4_18.jpg,95,,4,Upholstered,,,,1035JZ,2021-11-02
2367,620,6301 BL Valkenburg (Valkenburg),Apartment Daalhemerweg,Star Housing,/apartment-for-rent/valkenburg-lb/1c9565a3/daalhemerweg,https://casco-media-prod.global.ssl.fastly.net/1c9565a3-aa71-5a17-b928-1df2cc784e33/0bfb57960f1e2c376fffa7e6312ccec8.jpg?width=600&auto=webp,42,,2,Upholstered,,,,6301BL,2021-11-02
2368,1350,4503 AE Groede (Groede),House Ellenstraat,Rotsvast Middelburg,/house-for-rent/groede/8cb59cb2/ellenstraat,https://casco-media-prod.global.ssl.fastly.net/8cb59cb2-7fc6-5698-b0de-489cb0eb197a/e9c91b96ab6f8a32791a0316d6e18356.jpg?width=600&auto=webp,128,,4,Furnished,,,,4503AE,2021-11-02
2369,2600,"3512 HR Utrecht (Domplein, Neude, Janskerkhof)",House Achter St.-Pieter,VGW Housing,/house-for-rent/utrecht/d5d2408f/achter-st-pieter,https://casco-media-prod.global.ssl.fastly.net/d5d2408f-8c0a-5254-b065-092877ab753c/68cfa77b4d27bfb660b898d9fb730d58.jpg?width=600&auto=webp,119,,4,Upholstered,,,,3512HR,2021-11-02
2370,950,5865 AA Tienray (Tienray),House Kloosterstraat 10 b,Stienstra,/house-for-rent/tienray/fc1aa08f/kloosterstraat,https://casco-media-prod.global.ssl.fastly.net/fc1aa08f-e6c9-5554-9487-ded753872be0/6ef39235480e5e3d34f4018a90288e99.png?width=600&auto=webp,112,,4,Shell,,,,5865AA,2021-11-02
