,price,address,street,agency,irl,image,Living area,Rooms,interior,status,Year of construction,plot area,garden area,postcode,date
4842,1650,3119 XT Schiedam (Hollandiabuurt),Apartment 's-Gravelandseweg 1063,realestate.nl ,/apartment-for-rent/schiedam/8bedab53/s-gravelandseweg,https://casco-media-prod.global.ssl.fastly.net/8bedab53-3687-52b3-9763-fe6f3f8c3417/c4194ba534f2dacea84f8bd64353e9a9.jpg?width=600&auto=webp,126,2,Furnished,,1987,,,3119XT,2021-08-25
4843,970,6037 RV Kelpen-Oler (Kern Kelpen-Oler),House Voorterweg,HVG Woonpartners BV,/house-for-rent/kelpen-oler/c7c05e77/voorterweg,https://media.pararius.nl/image/PR0001655000/PR0001655264/image/jpeg/400x600/KelpenOlerVoorterweg-c774_1.jpg,120,4,,,2021,,68,6037RV,2021-08-25
4844,1500,1211 LV Hilversum (Centrum),Apartment Neuweg,Stam Vastgoed,/apartment-for-rent/hilversum/f99b688c/neuweg,https://casco-media-prod.global.ssl.fastly.net/f99b688c-b108-573c-b551-1b53b03a1ad5/4399c24cbb136636a3d26f8a095bb0d1.jpg?width=600&auto=webp,60,2,Upholstered or furnished,,1975,,,1211LV,2021-08-25
4845,930,6037 RB Kelpen-Oler (Kern Kelpen-Oler),House Liduinahof,HVG Woonpartners BV,/house-for-rent/kelpen-oler/0122cbb3/liduinahof,https://media.pararius.nl/image/PR0001655000/PR0001655256/image/jpeg/400x600/KelpenOlerLiduinahof-0909_10.jpg,120,4,,,2021,,50,6037RB,2021-08-25
4846,1795,2014 JM Haarlem (Natuurkundigenbuurt-oost),House Leylandstraat,Overspaern Makelaardij,/house-for-rent/haarlem/f0e5f3d7/leylandstraat,https://casco-media-prod.global.ssl.fastly.net/f0e5f3d7-aa42-5c5b-b466-775e23d14b68/4c1fd130702f465d33382521b4b8e7db.jpg?width=600&auto=webp,120,6,,,2017,88 m²,,2014JM,2021-08-25
4847,1350,5611 CX Eindhoven (Binnenstad),Apartment De Remise,Rotsvast Eindhoven,/apartment-for-rent/eindhoven/d6877632/de-remise,https://casco-media-prod.global.ssl.fastly.net/d6877632-5296-52af-80d3-8ea5d9aa6414/36354960db1413d7b37255f274def069.jpg?width=600&auto=webp,75,2,Upholstered,,,,,5611CX,2021-08-25
4848,4500,1077 KG Amsterdam (Apollobuurt),Apartment Cliostraat 12 I,Peter Bruin Makelaardij,/apartment-for-rent/amsterdam/bc45e3d3/cliostraat,https://casco-media-prod.global.ssl.fastly.net/bc45e3d3-adcf-507e-8662-86fd4d3f4f04/9932d8d6c0cb6a24f19b8241a5b2452e.jpg?width=600&auto=webp,131,5,Upholstered,,1906-1930,,,1077KG,2021-08-25
4849,3000,1077 KG Amsterdam (Apollobuurt),Apartment Cliostraat 12 IV,Peter Bruin Makelaardij,/apartment-for-rent/amsterdam/8351278e/cliostraat,https://casco-media-prod.global.ssl.fastly.net/8351278e-d793-531e-9b9b-a9a299bea0ec/a85650bf42b93a3f2881120b4b1ce3a4.jpg?width=600&auto=webp,79,3,Upholstered,,1906-1930,,,1077KG,2021-08-25
4850,1250,2013 BZ Haarlem (Garenkokerskwartier),Apartment Prévinairestraat,VRC - Veth Realty & Consultancy BV,/apartment-for-rent/haarlem/e1e46a7d/previnairestraat,https://media.pararius.nl/image/PR0001655000/PR0001655249/image/jpeg/400x600/HaarlemPrevinairestraat-814e_1.jpg,60,2,Furnished,,,,,2013BZ,2021-08-25
4851,1112,5623 CD Eindhoven (Rapenland),Apartment Pisanostraat,SMART Housing & Makelaars,/apartment-for-rent/eindhoven/36f1588a/pisanostraat,https://casco-media-prod.global.ssl.fastly.net/36f1588a-6908-5bad-9d3b-91cdc7fdc1a3/0b1d33bd613936e1dda3ab12fdeeaff2.jpg?width=600&auto=webp,85,3,Upholstered,,,,,5623CD,2021-08-25
4852,1250,5612 CJ Eindhoven (Gildebuurt),Apartment Kruisstraat,Stoit Groep,/apartment-for-rent/eindhoven/7ccebcc0/kruisstraat,https://casco-media-prod.global.ssl.fastly.net/7ccebcc0-d49d-582e-987e-4fa3848581de/c23b30b67e9a2d51e1b5b0f33afad54b.jpg?width=600&auto=webp,80,3,Upholstered,,1987,,,5612CJ,2021-08-25
4853,3500,2596 CP Den Haag (Van Hoytemastraat en omgeving),House Wassenaarseweg 159,Expat Home Services,/house-for-rent/den-haag/1aaa66b2/wassenaarseweg,https://casco-media-prod.global.ssl.fastly.net/1aaa66b2-e487-551c-8fa2-4663e5fe62f7/0db3324b5dacc12f07ca980bb842a37f.jpg?width=600&auto=webp,220,9,Upholstered,,1906,,,2596CP,2021-08-25
4854,2495,2561 DN Den Haag (Valkenboskwartier),Apartment Fahrenheitstraat 11,Tweelwonen.nl Rotterdam,/apartment-for-rent/den-haag/ffc29911/fahrenheitstraat,https://casco-media-prod.global.ssl.fastly.net/ffc29911-a3bd-5945-a901-1e66ab6533f3/77a1a4e5fb0f81be0f4826b88956661a.jpg?width=600&auto=webp,102,6,Upholstered,,1902,,,2561DN,2021-08-25
4855,1175,5707 BX Helmond (Steenweg en omgeving),Apartment Frans Joseph van Thielpark,Van Santvoort Makelaars Eindhoven,/apartment-for-rent/helmond/a8777b32/frans-joseph-van-thielpark,https://casco-media-prod.global.ssl.fastly.net/a8777b32-10a2-5a07-8e76-a1f6dce089c0/a40f626a97335fe8e37f9a60ee310d1d.jpg?width=600&auto=webp,106,3,,,2001-2010,,,5707BX,2021-08-25
4856,1750,2264 JV Leidschendam ('t Lien noord),House Hooikamp,Homeland Real Estate,/house-for-rent/leidschendam/f51fe6de/hooikamp,https://casco-media-prod.global.ssl.fastly.net/f51fe6de-fb61-532e-a3cd-64e21ce9b7e2/27b0c87f466e04a2af0ed3a55d3e3686.jpg?width=600&auto=webp,145,4,Upholstered,,1983,,,2264JV,2021-08-25
4857,995,9718 HK Groningen (Schildersbuurt),House H.W. Mesdagstraat,123Wonen Groningen,/house-for-rent/groningen/b951154d/h-w-mesdagstraat,https://casco-media-prod.global.ssl.fastly.net/b951154d-996e-56a2-aecc-778b8b88b586/525c784079329b5496f68fe9d539e7ea.jpg?width=600&auto=webp,65,2,Furnished,,,,,9718HK,2021-08-25
4858,3000,2597 JX Den Haag (Belgisch Park),House Pompstationsweg,Wobeco Housing Agency,/house-for-rent/den-haag/dd343ccc/pompstationsweg,https://casco-media-prod.global.ssl.fastly.net/dd343ccc-72d1-5fbc-854c-72e11f176fb0/0dc38e57ecef4232192680fc7f1d3c49.jpg?width=600&auto=webp,110,5,Furnished,,1910,,,2597JX,2021-08-25
4859,1595,5212 TD Den Bosch (De Muntel),Apartment Willem van Nassaulaan,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/c9e92bbc/willem-van-nassaulaan,https://casco-media-prod.global.ssl.fastly.net/c9e92bbc-0acb-5089-93e4-7500833ac5a2/4f5e931bdf1d312926504aa99bc1a0a8.jpg?width=600&auto=webp,113,3,Furnished,,2013,,,5212TD,2021-08-25
4860,2950,2282 CE Rijswijk (Oud-Rijswijk),House Kerklaan,BW Housing,/house-for-rent/rijswijk/91ed67b6/kerklaan,https://casco-media-prod.global.ssl.fastly.net/91ed67b6-f1ab-5ce0-a540-e252a7baab5b/7f04d903d2210927260cbd7f8a72b284.jpg?width=600&auto=webp,184,7,Upholstered,,1914,,,2282CE,2021-08-25
4861,1750,1185 SJ Amstelveen (Populierenbuurt),Apartment Populierenlaan 179,Homecrew,/apartment-for-rent/amstelveen/902f0062/populierenlaan,https://casco-media-prod.global.ssl.fastly.net/902f0062-6957-53fa-bafe-48d0e1e4d5a4/c0b4dcb56d928c1d027140bae2e67450.jpg?width=600&auto=webp,82,4,Upholstered or furnished,,1965,,,1185SJ,2021-08-25
4862,1300,1051 VN Amsterdam (Staatsliedenbuurt),Apartment Van der Hoopstraat,My Amsterdam Apartments,/apartment-for-rent/amsterdam/465acd51/van-der-hoopstraat,https://casco-media-prod.global.ssl.fastly.net/465acd51-f83c-558e-bb6b-bbc61355b98c/241b92effa5c844d90166075c7f6f125.jpg?width=600&auto=webp,50,1,Upholstered,,,,,1051VN,2021-08-25
4863,945,3112 RA Schiedam (Newtonbuurt),Apartment Snelliussingel,De Bloois Vastgoed,/apartment-for-rent/schiedam/4581f07f/snelliussingel,https://casco-media-prod.global.ssl.fastly.net/4581f07f-d514-504b-964c-5b0d56bb19a6/71d90ab28af3bbf6d4885452bbe4aa0c.jpg?width=600&auto=webp,54,2,Upholstered,,1929,,,3112RA,2021-08-25
4864,1785,6212 BX Maastricht (Villapark),Apartment Henri Goovaertsweg,Woonder,/apartment-for-rent/maastricht/43cdd5ae/henri-goovaertsweg,https://casco-media-prod.global.ssl.fastly.net/43cdd5ae-a577-5fc6-9fe5-22b1a66f6562/152218d0f9fb275a0d67df8adf8436c0.jpg?width=600&auto=webp,110,4,,,1934,,25,6212BX,2021-08-25
4865,2500,6212 CA Maastricht (Villapark),House Sint Willibrordusstraat,Star Housing,/house-for-rent/maastricht/5a43ecfd/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/5a43ecfd-2c38-5aca-b3e1-b0f3dcd8d43c/b9ce417221fccbb5e4166814b3b4070d.jpg?width=600&auto=webp,125,6,Upholstered,,,,,6212CA,2021-08-25
4866,1680,6211 JP Maastricht (Jekerkwartier),Apartment Sint Pieterstraat 74 D2,Woonhuis Limburg,/apartment-for-rent/maastricht/7e2bdd42/sint-pieterstraat,https://casco-media-prod.global.ssl.fastly.net/7e2bdd42-1692-51fd-a0ee-30f92aced593/f32c3cf4a2e041e2d3597d598d7b8733.jpg?width=600&auto=webp,110,3,Upholstered,,1998,,,6211JP,2021-08-25
4867,1895,3023 ES Rotterdam (Nieuwe Westen),Apartment Nieuwe Binnenweg,VHPN,/apartment-for-rent/rotterdam/2ddd7f01/nieuwe-binnenweg,https://casco-media-prod.global.ssl.fastly.net/2ddd7f01-a330-5d46-8716-94851d80426e/fd1aa9216a17c20cbe24a591ab4a3e5b.jpg?width=600&auto=webp,165,5,Upholstered,,,,,3023ES,2021-08-25
4868,1350,5461 KJ Veghel (Veghel Centrum),House Patio,Rotsvast Den Bosch,/house-for-rent/veghel/d32e50a4/patio,https://casco-media-prod.global.ssl.fastly.net/d32e50a4-0f97-514c-ac44-db9ab2eaceed/0053ef4f1d3c219af2bef2c562b6e2da.jpg?width=600&auto=webp,100,4,,,2021,,10,5461KJ,2021-08-25
4869,2995,1065 LH Amsterdam (Slotervaart Zuid),House Ank van der Moerstraat 27,020 Beheer,/house-for-rent/amsterdam/6e87ac54/ank-van-der-moerstraat,https://media.pararius.nl/image/PR0001655000/PR0001655206/image/jpeg/400x600/AmsterdamAnkvanderMoerstraat-13f7_6.jpg,183,6,,,2018,,50,1065LH,2021-08-25
4870,1500,5924 XL Venlo (Vossener-Noord),House Byronstraat 59,ViaDaan,/house-for-rent/venlo/807721b6/byronstraat,https://casco-media-prod.global.ssl.fastly.net/807721b6-7d8f-5681-97ab-e5ab7e6192e6/0c34a5140814c38a70f0dd57deb4386f.png?width=600&auto=webp,123,5,,,1975,,30,5924XL,2021-08-25
4871,700,3032 AL Rotterdam (Agniesebuurt),Apartment Schiekade,Van Der Huizen,/apartment-for-rent/rotterdam/847d8390/schiekade,https://casco-media-prod.global.ssl.fastly.net/847d8390-9400-5438-af09-69cdbc1636b5/61789040c5d4710522d9f0e6f0bb4717.jpg?width=600&auto=webp,20,1,Furnished,,,,,3032AL,2021-08-25
4872,1495,5613 JT Eindhoven (Lakerlopen),House Rubensstraat,Budget Housing,/house-for-rent/eindhoven/1be77fe9/rubensstraat,https://media.pararius.nl/image/PR0001655000/PR0001655203/image/jpeg/400x600/EindhovenRubensstraat-290c_1.jpg,95,4,Furnished,,,,,5613JT,2021-08-25
4873,1500,1165 MJ Halfweg (Halfweg),House Haarlemmerstraatweg 15,Lighthouse Property Services B.V.,/house-for-rent/halfweg/29748653/haarlemmerstraatweg,https://casco-media-prod.global.ssl.fastly.net/29748653-4d79-5bb3-ba0a-cd3937fa1db1/07f2cd64c76738e00f9dbe767534fa10.jpg?width=600&auto=webp,100,3,,,1862,76 m²,,1165MJ,2021-08-25
4874,975,4551 CL Sas van Gent (Kern Sas van Gent),Apartment Oostkade,Reham Makelaars | Taxateurs,/apartment-for-rent/sas-van-gent/11e35ab9/oostkade,https://casco-media-prod.global.ssl.fastly.net/11e35ab9-d23a-5617-b329-affb9af2b6d2/61408b9a6698b143b80664119a4e17a2.jpg?width=600&auto=webp,36,2,Upholstered or furnished,,1905,,,4551CL,2021-08-25
4875,850,6812 AB Arnhem (Klingelbeek),Apartment Utrechtseweg,Domica Arnhem,/apartment-for-rent/arnhem/9dec791e/utrechtseweg,https://casco-media-prod.global.ssl.fastly.net/9dec791e-333c-5a19-a5b8-848a0a67518b/fc9926259d9aff052a2bdef3ea0f646a.jpg?width=600&auto=webp,65,2,Furnished,,1968,,,6812AB,2021-08-25
4876,1700,4813 XM Breda (Tuinzigt),Apartment Mgr. Horsthuisstraat,MetMook,/apartment-for-rent/breda/2aae5e0c/mgr-horsthuisstraat,https://casco-media-prod.global.ssl.fastly.net/2aae5e0c-8741-5a3c-ac75-e939212675eb/f0e3f5fdaf55fa7b4a65736e8d0c3b48.jpg?width=600&auto=webp,83,3,Furnished,,,,,4813XM,2021-08-25
4877,2950,5644 JC Eindhoven (Eikenburg),House Pasteurlaan,Zuid Beheer B.V.,/house-for-rent/eindhoven/3b1043b0/pasteurlaan,https://casco-media-prod.global.ssl.fastly.net/3b1043b0-6fbf-5fe4-92ad-514b25d4e21d/83f06fcb252da0229e45b5faf111747b.jpg?width=600&auto=webp,165,8,Furnished,,,,,5644JC,2021-08-25
4878,2000,1432 JM Aalsmeer (Oosteinde),House Willem-Alexanderstraat,Houses4let,/house-for-rent/aalsmeer/5278e2ec/willem-alexanderstraat,https://casco-media-prod.global.ssl.fastly.net/5278e2ec-a904-54c5-bf1e-12510e7397e8/e6473b1d345cc6fdb46678594345f38f.jpg?width=600&auto=webp,150,5,Furnished,,1989,,,1432JM,2021-08-25
4879,1450,5622 CW Eindhoven (Barrier),Apartment Alard du Hamelplaats,Rotsvast Eindhoven,/apartment-for-rent/eindhoven/ecb9ada3/alard-du-hamelplaats,https://casco-media-prod.global.ssl.fastly.net/ecb9ada3-4e14-5609-ada3-039a8da6d1ab/d1dd640a983a7a0d089f9d8c7df6b5f0.jpg?width=600&auto=webp,119,3,Upholstered,,,,,5622CW,2021-08-25
4880,2495,3072 LM Rotterdam (Katendrecht),Apartment Nico Koomanskade,Portsville,/apartment-for-rent/rotterdam/bc99fea3/nico-koomanskade,https://media.pararius.nl/image/PR0001655000/PR0001655173/image/jpeg/400x600/RotterdamNicoKoomanskade-b144_1.jpg,91,3,Furnished,,,,,3072LM,2021-08-25
4881,930,2321 RE Leiden (Gasthuiswijk),Apartment Rosenburch 162,Heimstaden,/apartment-for-rent/leiden/0f2324e7/rosenburch,https://casco-media-prod.global.ssl.fastly.net/0f2324e7-ec3a-547b-9a11-d80a6d57bb4c/3bc67baebe51213bace58412515586ab.jpg?width=600&auto=webp,53,2,,,1967,,,2321RE,2021-08-25
4882,1535,1058 TM Amsterdam (Hoofddorppleinbuurt),Apartment Westlandgracht 59 1,Grand Relocation,/apartment-for-rent/amsterdam/fe2bcba7/westlandgracht,https://casco-media-prod.global.ssl.fastly.net/fe2bcba7-f921-5cd9-b959-19ff1e196c10/c2862c0ae077fd997487c6ca303ea18d.jpg?width=600&auto=webp,65,2,Upholstered,,1960,,,1058TM,2021-08-25
4883,1595,5611 VA Eindhoven (Irisbuurt),Apartment Kanaaldijk-Zuid,Jeco Real Estate,/apartment-for-rent/eindhoven/df44c20e/kanaaldijk-zuid,https://media.pararius.nl/image/PR0001655000/PR0001655172/image/jpeg/400x600/EindhovenKanaaldijkZuid-4bb5_1.jpg,82,3,Furnished,,2008,,,5611VA,2021-08-25
4884,1765,1096 GK Amsterdam (Omval/Overamstel),Apartment Welnapad 26,Grand Relocation,/apartment-for-rent/amsterdam/8d08800a/welnapad,https://casco-media-prod.global.ssl.fastly.net/8d08800a-37f9-5794-92c0-6d0f1ee01d3b/51d831fc1a995e55c0fe98a6e230846b.jpg?width=600&auto=webp,91,3,Upholstered,,2018,,,1096GK,2021-08-25
4885,1220,1412 GD Naarden (Ministerpark),Apartment Zwarteweg,NederWoon verhuurmakelaars Amersfoort,/apartment-for-rent/naarden/419418fd/zwarteweg,https://casco-media-prod.global.ssl.fastly.net/419418fd-22b0-5db9-b305-b8482305b2a2/282013bf089ed7b0953bfc35ec4d5366.jpg?width=600&auto=webp,54,2,Upholstered,,,,,1412GD,2021-08-25
4886,2500,2563 CH Den Haag (Valkenboskwartier),House Valkenboslaan,Homeland Real Estate,/house-for-rent/den-haag/614a822a/valkenboslaan,https://casco-media-prod.global.ssl.fastly.net/614a822a-891d-5373-b864-50a7aa206e25/a6884257c78963d1feb02352626bfdba.jpg?width=600&auto=webp,184,6,Upholstered,,1910,,,2563CH,2021-08-25
4887,795,3081 BP Rotterdam (Tarwewijk),Apartment Dordtselaan,Kolpa V.V.S. Beheer,/apartment-for-rent/rotterdam/faceefe6/dordtselaan,https://casco-media-prod.global.ssl.fastly.net/faceefe6-79a8-5e13-a909-b73c7f585ddb/5b2f9764832d7afe5e3c79219a0cd151.jpg?width=600&auto=webp,75,3,Upholstered,,1938,,,3081BP,2021-08-25
4888,4250,1071 GE Amsterdam (Museumkwartier),Apartment Van Eeghenstraat,TVN Real Estate,/apartment-for-rent/amsterdam/98843beb/van-eeghenstraat,https://casco-media-prod.global.ssl.fastly.net/98843beb-314b-54df-8648-d736b3b3b158/5f9d2444cceed8df261790a75603fdb3.jpg?width=600&auto=webp,130,5,Upholstered,,1920,,,1071GE,2021-08-25
4889,845,8601 BB Sneek (Sneek binnen de grachten),Apartment Scharnestraat 16,Fryslân Homes,/apartment-for-rent/sneek/7322b8b4/scharnestraat,https://casco-media-prod.global.ssl.fastly.net/7322b8b4-8b37-59d1-8c20-e4339676dd33/327844efab91c504affc47c73e897d33.jpg?width=600&auto=webp,60,2,,,,,,8601BB,2021-08-25
4890,1795,2513 AD Den Haag (Voorhout),Apartment Plaats,Karens Real Estate,/apartment-for-rent/den-haag/514db1fd/plaats,https://casco-media-prod.global.ssl.fastly.net/514db1fd-3ea5-5036-810e-d10e8ff8d55f/1b61cd9180773b8e8c8a333151e2e622.jpg?width=600&auto=webp,98,4,Upholstered,,1902,,,2513AD,2021-08-25
4891,2250,2273 BT Voorburg (Bovenveen noord),House Faisanterie,Dijkhuizen Makelaars,/house-for-rent/voorburg/be84d24c/faisanterie,https://casco-media-prod.global.ssl.fastly.net/be84d24c-0def-5289-95e3-9af5a0197405/dea3d61e7091139f86e1a2432aeab393.jpg?width=600&auto=webp,157,6,,,2003,155 m²,,2273BT,2021-08-25
4892,1163,2287 VR Rijswijk (Muziekbuurt),Apartment Clavecimbellaan,Van 't Hof Rijnland Vastgoedmanagement,/apartment-for-rent/rijswijk/d327a382/clavecimbellaan,https://casco-media-prod.global.ssl.fastly.net/d327a382-f390-5dcb-8843-71bd70f2f1ee/022be280ba1439fca9f14db3bc72240f.jpg?width=600&auto=webp,141,4,,,,,,2287VR,2021-08-25
4893,1685,1062 KS Amsterdam (Westlandgracht),Apartment Koningin Wilhelminaplein,Wooove B.V.,/apartment-for-rent/amsterdam/133ab74f/koningin-wilhelminaplein,https://casco-media-prod.global.ssl.fastly.net/133ab74f-23f3-5ed5-b630-5c80a6f9afb6/e7c1a9097ee110abb7e4c8a86b441eae.jpg?width=600&auto=webp,100,4,,,2014,,,1062KS,2021-08-25
4894,1695,1062 KS Amsterdam (Westlandgracht),Apartment Koningin Wilhelminaplein,Wooove B.V.,/apartment-for-rent/amsterdam/cb3cbecc/koningin-wilhelminaplein,https://casco-media-prod.global.ssl.fastly.net/cb3cbecc-9de9-5fe4-aeb9-7d0e60c2e536/b5c784cd1daae9578acee2568ce85330.jpg?width=600&auto=webp,100,4,,,2014,,,1062KS,2021-08-25
4895,1150,6811 AM Arnhem (Janssingel),Apartment Bastionstraat,Spitman Makelaars,/apartment-for-rent/arnhem/f4a5258e/bastionstraat,https://media.pararius.nl/image/PR0001655000/PR0001655104/image/jpeg/400x600/ArnhemBastionstraat-0c1b_6.jpg,97,2,Shell,,2021,,,6811AM,2021-08-25
4896,1149,3015 EA Rotterdam (Oude Westen),House Rochussenstraat 9 E,Woonstad Rotterdam,/house-for-rent/rotterdam/9d68ab53/rochussenstraat,https://casco-media-prod.global.ssl.fastly.net/9d68ab53-9e9a-5ec8-a435-6cd2d27b1016/2463831f3b8117e4e7bff34dc7729fbb.jpg?width=600&auto=webp,94,3,Shell,,1994,,,3015EA,2021-08-25
4897,1250,2021 HM Haarlem (Patrimoniumbuurt),Apartment Schoterweg,Hamilton Vastgoed,/apartment-for-rent/haarlem/dc04797a/schoterweg,https://casco-media-prod.global.ssl.fastly.net/dc04797a-2bf0-5ff4-976c-bf72d0df77a2/2e412d36703a4b0ab657dfe5c8f13229.jpg?width=600&auto=webp,50,2,,,,,,2021HM,2021-08-25
4898,2000,5691 RA Son en Breugel (De Gentiaan),House Seinelaan,Stoit Groep,/house-for-rent/son-en-breugel/025520bc/seinelaan,https://casco-media-prod.global.ssl.fastly.net/025520bc-0f04-5117-9b51-ab137e069a49/458c0ea7443199907599aed75c294893.jpg?width=600&auto=webp,195,5,Upholstered,,1991,,,5691RA,2021-08-25
4899,1795,2513 AD Den Haag (Voorhout),Apartment Plaats,NumberXII Exclusive Real Estate,/apartment-for-rent/den-haag/d12c313e/plaats,https://casco-media-prod.global.ssl.fastly.net/d12c313e-5437-5a09-8188-88354118c991/544708db5b0f235dd846035949bcc207.jpg?width=600&auto=webp,98,3,Upholstered,,1906,,,2513AD,2021-08-25
4900,1195,3083 CX Rotterdam (Zuidplein),Apartment Zuidplein,Riva Rentals,/apartment-for-rent/rotterdam/e1942651/zuidplein,https://casco-media-prod.global.ssl.fastly.net/e1942651-f16c-57cc-b172-55fe01539272/414a17bc321303924b423a82bb8d042c.jpg?width=600&auto=webp,74,3,Upholstered,,1991,,,3083CX,2021-08-25
4901,1950,4817 AB Breda (Brabantpark),House Vlielandstraat 60,Van der Sande Huurplein,/house-for-rent/breda/2b14122b/vlielandstraat,https://casco-media-prod.global.ssl.fastly.net/2b14122b-c8e1-5311-bffe-6478bbd7ecfa/176b9bf7d097274850668457695d0ded.jpg?width=600&auto=webp,107,5,Furnished,,2011-2020,,,4817AB,2021-08-25
4902,1300,3122 NJ Schiedam (Groenoord-Noord),Apartment Schubertplein 153,Dupont ERA Makelaars,/apartment-for-rent/schiedam/0024eb0b/schubertplein,https://casco-media-prod.global.ssl.fastly.net/0024eb0b-b61c-5fb7-8c8d-765104bd72e8/ebcfa174fe7407130ca5b42bc81fdb18.jpg?width=600&auto=webp,81,4,Upholstered,,1970,,,3122NJ,2021-08-25
4903,737,6417 RE Heerlen (Douve Weien),Apartment De Tichel,Prevoo Vastgoed,/apartment-for-rent/heerlen/0b3cad3a/de-tichel,https://casco-media-prod.global.ssl.fastly.net/0b3cad3a-55d1-5613-b645-9436b553b52f/ee52ad519e0bb60f66b5b6fef04c8148.jpg?width=600&auto=webp,70,3,,,1978,,,6417RE,2021-08-25
4904,1675,1013 XH Amsterdam (Spaarndammer- en Zeeheldenbuurt),Apartment Krommeniestraat,Kuijs Reinder Kakes Amsterdam,/apartment-for-rent/amsterdam/fadf0b1b/krommeniestraat,https://casco-media-prod.global.ssl.fastly.net/fadf0b1b-4278-5ec5-88f6-bb6262086358/db1ed0babd28d8053cc07f653711adc7.jpg?width=600&auto=webp,69,2,Upholstered,,2020,,,1013XH,2021-08-25
4905,1575,1013 XH Amsterdam (Spaarndammer- en Zeeheldenbuurt),Apartment Krommeniestraat,Kuijs Reinder Kakes Amsterdam,/apartment-for-rent/amsterdam/4de5bd7f/krommeniestraat,https://casco-media-prod.global.ssl.fastly.net/4de5bd7f-cfb3-52b3-9ee5-fc3b476d502f/53c03778a945bb099e79d9f4d67a0649.jpg?width=600&auto=webp,65,3,Upholstered,,2020,,,1013XH,2021-08-25
4906,1050,7582 TA Losser (Verspreide huizen Losser),House Lonneker Markeweg,123Wonen Twente,/house-for-rent/losser/95c1398a/lonneker-markeweg,https://casco-media-prod.global.ssl.fastly.net/95c1398a-a8c0-5aa7-95f8-006668e5e703/380d17234118897c00930ed92c9ac2a7.jpg?width=600&auto=webp,85,4,,,2013,,600,7582TA,2021-08-25
4907,1295,2583 JG Den Haag (Duindorp),Apartment Tesselsestraat,Rotsvast Den Haag,/apartment-for-rent/den-haag/c828764e/tesselsestraat,https://casco-media-prod.global.ssl.fastly.net/c828764e-2b67-56c4-b50c-e486b0f96887/739e515b97656d68f1532921e00327d3.jpg?width=600&auto=webp,90,4,Furnished,,1927,,,2583JG,2021-08-25
4908,1295,3111 AW Schiedam (De Plantage),Apartment Tuinlaan,VERRA Real Estate Rotterdam,/apartment-for-rent/schiedam/77ac5c08/tuinlaan,https://casco-media-prod.global.ssl.fastly.net/77ac5c08-79af-56e6-976e-6fc246533ffa/d8cd79422bc51ed39d193cf521076262.jpg?width=600&auto=webp,90,3,Furnished,,1910,,,3111AW,2021-08-25
4909,770,2711 DV Zoetermeer (Stadscentrum),Apartment Engelandlaan,123Wonen Rotterdam,/apartment-for-rent/zoetermeer/1fe434a7/engelandlaan,https://casco-media-prod.global.ssl.fastly.net/1fe434a7-a328-5ff2-8cf7-78e8685c20e7/6e88f8dd1f4a6e2adb4830ec2c80e751.jpg?width=600&auto=webp,50,2,Upholstered,,1994,,,2711DV,2021-08-25
4910,1580,3024 CD Rotterdam (Delfshaven),Apartment Heiman Dullaertplein 84,ViaDaan,/apartment-for-rent/rotterdam/569c4255/heiman-dullaertplein,https://casco-media-prod.global.ssl.fastly.net/569c4255-dd61-53fe-a3b1-1912969d819a/af35cf015cb06e1281c89e1b1af3eb30.jpg?width=600&auto=webp,110,4,Shell,,1909,,,3024CD,2021-08-25
4911,1495,5582 HT Waalre (Aalst),House Eindhovenseweg,Domica Eindhoven,/house-for-rent/waalre/a21edd40/eindhovenseweg,https://casco-media-prod.global.ssl.fastly.net/a21edd40-ef15-5fe5-8fd8-90bc7b4b2fff/4df56585e5c30764a9559cd74af9c7c5.jpg?width=600&auto=webp,131,4,Upholstered,,1926,,,5582HT,2021-08-25
4912,1550,5615 NZ Eindhoven (Oude Spoorbaan),Apartment Goudvisstraat,Zuid Beheer B.V.,/apartment-for-rent/eindhoven/0ac67335/goudvisstraat,https://casco-media-prod.global.ssl.fastly.net/0ac67335-2294-5969-9dee-023631a22a98/c31e5601d479c004f839cf8c8c7b358d.jpg?width=600&auto=webp,90,3,Upholstered,,,,,5615NZ,2021-08-25
4913,1595,5211 VJ Den Bosch (Het Zand),Apartment Boschveldweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/4a18a5c2/boschveldweg,https://casco-media-prod.global.ssl.fastly.net/4a18a5c2-ba32-582b-84da-15e8cf997338/aecbb787d376a41867021b77564ea7c1.jpg?width=600&auto=webp,85,3,Upholstered,,1900,,,5211VJ,2021-08-25
4914,2250,2514 BK Den Haag (Voorhout),Apartment Hooikade 41,The Hague Real Estate Services,/apartment-for-rent/den-haag/ea0d8662/hooikade,https://casco-media-prod.global.ssl.fastly.net/ea0d8662-931d-5230-980b-a69eee7fec0d/e82eb460dcdf5c1f28f90972f13dc8ad.jpg?width=600&auto=webp,93,3,,,1981,,9,2514BK,2021-08-25
