,price,address,street,agency,irl,image,Living area,Rooms,interior,status,Year of construction,plot area,garden area,postcode,date
773,800,1404 HZ Bussum (Brinklaan),Apartment Kapelstraat,Interhouse verhuurmakelaars Hilversum & Almere,/apartment-for-rent/bussum/c2b3d784/kapelstraat,https://casco-media-prod.global.ssl.fastly.net/c2b3d784-7641-5e5c-a7b1-21c52a21967e/94c46433793efd757e24fe5a5792b684.jpg?width=600&auto=webp,100,3,,,1986,,,1404HZ,2021-08-25
774,1000,1404 HZ Bussum (Brinklaan),Apartment Kapelstraat,Interhouse verhuurmakelaars Hilversum & Almere,/apartment-for-rent/bussum/3b5fc510/kapelstraat,https://casco-media-prod.global.ssl.fastly.net/3b5fc510-5125-5401-a940-1cd6e4ef5901/a379b2f28d839995224e1b155fe6d8e8.jpg?width=600&auto=webp,87,3,Upholstered,,1986,,,1404HZ,2021-08-25
775,1195,2587 CA Den Haag (Rijslag),Apartment Badhuisweg,Rent Valley,/apartment-for-rent/den-haag/b043b882/badhuisweg,https://casco-media-prod.global.ssl.fastly.net/b043b882-9031-5ae9-ba95-6158b06a5126/eb69dd7a21e09756cd8504996da4b07d.jpg?width=600&auto=webp,65,2,Upholstered,,2019,,,2587CA,2021-08-25
776,1275,8251 DT Dronten (De Boeg),Apartment De Stag,Dop Makelaars,/apartment-for-rent/dronten/dee41cf8/de-stag,https://casco-media-prod.global.ssl.fastly.net/dee41cf8-76de-5f6f-bb8b-31f420b0f9d7/dd6fc228ec006229af308ffdc3e978cf.jpg?width=600&auto=webp,85,3,Upholstered,,2008,,,8251DT,2021-08-25
777,869,5223 KE Den Bosch (De Schutskamp),Apartment Kooikersweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/1712d71f/kooikersweg,https://casco-media-prod.global.ssl.fastly.net/1712d71f-6cf2-5821-bd80-92627d1ab5ab/afe5a4ee1f5e3a6fa0b1e50d3ff14eb4.jpg?width=600&auto=webp,45,2,Upholstered,,2016,,,5223KE,2021-08-25
778,800,5223 KE Den Bosch (De Schutskamp),Apartment Kooikersweg,HouseHunting Den Bosch,/apartment-for-rent/den-bosch/b2daabc1/kooikersweg,https://casco-media-prod.global.ssl.fastly.net/b2daabc1-e510-50f5-b9be-9e9433f3f8cf/b2521967e258c28e9d8e2db0c49cce70.jpg?width=600&auto=webp,43,2,Upholstered,,2015,,,5223KE,2021-08-25
779,1295,3812 EG Amersfoort (Puntenburg),Apartment Groningerstraat,NederWoon verhuurmakelaars Amersfoort,/apartment-for-rent/amersfoort/d4e90595/groningerstraat,https://casco-media-prod.global.ssl.fastly.net/d4e90595-f868-5f56-a13f-5189a1f27314/f996efd33c1bfabdeed925973c681548.jpg?width=600&auto=webp,120,3,Upholstered,,,,,3812EG,2021-08-25
780,1650,1073 GG Amsterdam (Nieuwe Pijp),Apartment Rustenburgerstraat,BIC Makelaardij,/apartment-for-rent/amsterdam/b26ddf46/rustenburgerstraat,https://casco-media-prod.global.ssl.fastly.net/b26ddf46-57ea-5e3e-9501-72a7131bed99/8377a8881cde5196ab7c71cee56f9cc3.jpg?width=600&auto=webp,51,2,Upholstered or furnished,,Before 1906,,,1073GG,2021-08-25
781,1550,1025 CK Amsterdam (Buikslotermeer),Apartment Zilverberg,Momo Makelaardij en Vastgoed B.V.,/apartment-for-rent/amsterdam/315f0909/zilverberg,https://casco-media-prod.global.ssl.fastly.net/315f0909-56dd-56c4-9441-0bd4c931e694/25c1cde39e4a6f0fbceeefa1179559aa.jpg?width=600&auto=webp,84,5,Upholstered,,1970,,,1025CK,2021-08-25
782,1700,1072 JC Amsterdam (Nieuwe Pijp),Apartment Cornelis Trooststraat 51 2,ViaDaan,/apartment-for-rent/amsterdam/d69c700a/cornelis-trooststraat,https://casco-media-prod.global.ssl.fastly.net/d69c700a-daf9-5973-ba40-b79f34e26415/96d14b42f0d4fd4f7a2eb875e3e96ce8.jpg?width=600&auto=webp,60,2,Furnished,,1904,,,1072JC,2021-08-25
783,2325,3024 SV Rotterdam (Delfshaven),House V.O.C.-plein,VERRA Real Estate Rotterdam,/house-for-rent/rotterdam/5a5406bc/v-o-c-plein,https://casco-media-prod.global.ssl.fastly.net/5a5406bc-740b-512d-a9e2-38fc4cf86569/3f625bdb9788f4d384053e3cad2d7f59.jpg?width=600&auto=webp,140,5,,,2010,,55,3024SV,2021-08-25
784,3450,3072 AP Rotterdam (Kop van Zuid),Apartment Wilhelminakade,VERRA Real Estate Rotterdam,/apartment-for-rent/rotterdam/3a885708/wilhelminakade,https://casco-media-prod.global.ssl.fastly.net/3a885708-4390-5afd-816c-9ca9ca5ba95c/e39f972b44128c6f3122544ea86f5c7a.jpg?width=600&auto=webp,146,4,Upholstered,,2013,,,3072AP,2021-08-25
785,4500,1013 ED Amsterdam (Haarlemmerbuurt),House Herenmarkt 4,Parker & Williams Real Estate Services,/house-for-rent/amsterdam/bc8bbc58/herenmarkt,https://casco-media-prod.global.ssl.fastly.net/bc8bbc58-f724-5723-bf45-6a99365c8e7f/dc29c0fdb7f56340cb9494052aebe0c6.jpg?width=600&auto=webp,200,5,,,1790,90 m²,,1013ED,2021-08-25
786,1025,1381 BV Weesp (Centrum),Apartment Kromme Elleboogsteeg,Home Sales & Rental,/apartment-for-rent/weesp/76781323/kromme-elleboogsteeg,https://casco-media-prod.global.ssl.fastly.net/76781323-481a-5e48-8df5-fc6ac92f3068/f4b3e683bed161342b1b7393fdb005d9.jpg?width=600&auto=webp,68,2,,,1750,,,1381BV,2021-08-25
787,1350,3812 KM Amersfoort (Rivierenbuurt-West),House Geulstraat,Domica Amersfoort,/house-for-rent/amersfoort/92d1b765/geulstraat,https://casco-media-prod.global.ssl.fastly.net/92d1b765-019e-5eef-b47d-5c0f86000361/a5e6926b86d1869f3c916a73162c8469.jpg?width=600&auto=webp,75,3,Furnished,,1974,,,3812KM,2021-08-25
788,950,1215 AS Hilversum (Zeeheldenkwartier),Apartment Bosdrift 190,Gooiland Makelaardij Hilversum,/apartment-for-rent/hilversum/da0739e2/bosdrift,https://casco-media-prod.global.ssl.fastly.net/da0739e2-ca43-52b4-90d7-5006e829d035/619623db5efce09b8abe6ce5b3c7069f.jpg?width=600&auto=webp,50,2,,,1953,,113,1215AS,2021-08-25
789,900,5701 MK Helmond (Stationsgebied),Apartment Stationsstraat,NederWoon verhuurmakelaars Nijmegen,/apartment-for-rent/helmond/b395393c/stationsstraat,https://casco-media-prod.global.ssl.fastly.net/b395393c-cc73-5c53-9f29-80df8b1a947a/d54300f879b107102050d4054b0e447b.jpg?width=600&auto=webp,72,3,Upholstered,,,,,5701MK,2021-08-25
790,435,6811 DN Arnhem (Markt),Apartment Arke Noachstraat,NederWoon verhuurmakelaars Arnhem,/apartment-for-rent/arnhem/1e6ebd3b/arke-noachstraat,https://casco-media-prod.global.ssl.fastly.net/1e6ebd3b-2397-516f-a6de-e6d7c5763ebb/1e5ef0a96488c8595f4497009f0b6783.jpg?width=600&auto=webp,22,1,Upholstered,,,,,6811DN,2021-08-25
791,1400,9725 CA Groningen (Rivierenbuurt),Apartment Rabenhauptstraat,Tuitman Vastgoed,/apartment-for-rent/groningen/fdb74a16/rabenhauptstraat,https://casco-media-prod.global.ssl.fastly.net/fdb74a16-f9a9-5d72-ae53-7d4aa825c2a3/78255b235df882e699f1fa503cb3f510.jpg?width=600&auto=webp,77,5,Upholstered,,1877,,,9725CA,2021-08-25
792,895,9713 GC Groningen (Gorechtbuurt),Apartment Professor Rankestraat,Tuitman Vastgoed,/apartment-for-rent/groningen/54002793/professor-rankestraat,https://casco-media-prod.global.ssl.fastly.net/54002793-b04c-5393-8dc4-e5ccba26652b/bce3a950293f480e04935462f3b07488.jpg?width=600&auto=webp,35,2,Upholstered,,,,,9713GC,2021-08-25
793,1680,1069 KD Amsterdam (Osdorp-Midden),Apartment Johan Hofmanstraat,Tekke Housing,/apartment-for-rent/amsterdam/f625cd7c/johan-hofmanstraat,https://media.pararius.nl/image/PR0001657000/PR0001657887/image/jpeg/400x600/AmsterdamJohanHofmanstraat-5e6f_2.jpg,100,4,Furnished,,,,,1069KD,2021-08-25
794,1250,3311 TP Dordrecht (Bleijenhoek),Apartment Torenstraat,Rotsvast Rotterdam,/apartment-for-rent/dordrecht/b8735c9c/torenstraat,https://casco-media-prod.global.ssl.fastly.net/b8735c9c-5000-5a7a-a1c6-af5779810ba3/aa1fd3bb7b71c246174c669d4507c109.jpg?width=600&auto=webp,90,4,Upholstered or furnished,,,,,3311TP,2021-08-25
795,1395,3063 ED Rotterdam (Struisenburg),Apartment Admiraliteitskade 24 G,DuNa vastgoed beheer,/apartment-for-rent/rotterdam/a13fabcc/admiraliteitskade,https://media.pararius.nl/image/PR0001657000/PR0001657886/image/jpeg/400x600/RotterdamAdmiraliteitskade-35d7_1.jpg,76,2,Upholstered,,,,,3063ED,2021-08-25
796,1900,1079 XA Amsterdam (Rijnbuurt),Apartment Zomerdijkstraat 10 1,Makelaar voor een uur,/apartment-for-rent/amsterdam/e4874bfe/zomerdijkstraat,https://casco-media-prod.global.ssl.fastly.net/e4874bfe-b71c-5566-9217-09d36af7a4b3/030785203d370f7126aefa46e0aed91f.jpg?width=600&auto=webp,65,3,Furnished,,1934,,,1079XA,2021-08-25
797,960,"3552 XC Utrecht (Nijenoord, Hoogstraat en omgeving)",Apartment Anthoniedijk 9 K,ViaDaan,/apartment-for-rent/utrecht/e1f33999/anthoniedijk,https://casco-media-prod.global.ssl.fastly.net/e1f33999-053b-5084-ad2a-00eef29c745a/597a34f33e7b8cf1c38c77a0586ddb65.jpg?width=600&auto=webp,40,2,Upholstered,,1930,,,3552XC,2021-08-25
798,1100,1381 CM Weesp (Centrum),Apartment Groeneweg 5 a,Gooiland Makelaardij Hilversum,/apartment-for-rent/weesp/8003bb62/groeneweg,https://casco-media-prod.global.ssl.fastly.net/8003bb62-d264-58fe-b9bd-c877706f5d51/2da7ffbdb51ed34d73bd5287a81129e7.jpg?width=600&auto=webp,60,2,Upholstered,,1980,,,1381CM,2021-08-25
799,533,6521 DG Nijmegen (Altrade),Room Groesbeeksedwarsweg,NederWoon verhuurmakelaars Nijmegen,/room-for-rent/nijmegen/fd0c4667/groesbeeksedwarsweg,https://casco-media-prod.global.ssl.fastly.net/fd0c4667-4f10-5711-8cf5-9368a42e24eb/92a0029e4cca28c03434860c7ed2c5b4.jpg?width=600&auto=webp,24,1,Shell,,,,,6521DG,2021-08-25
800,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,Upholstered,,2001,,,5301EN,2021-08-25
801,2000,3063 BX Rotterdam (Struisenburg),Apartment Specerijenhof,Dop & Dop Consultancy,/apartment-for-rent/rotterdam/e0b6f70b/specerijenhof,https://casco-media-prod.global.ssl.fastly.net/e0b6f70b-2257-5f3d-bff3-70f3b46c90e5/60b27f162f9e6465e67f3bdd1fffd204.jpg?width=600&auto=webp,89,3,Furnished,,,,,3063BX,2021-08-25
802,1300,1315 JD Almere (Centrum Almere Stad),Apartment Grote Markt 135,HousingNOW,/apartment-for-rent/almere/c3f7e13e/grote-markt,https://casco-media-prod.global.ssl.fastly.net/c3f7e13e-2619-5884-9d15-2f6c358ca792/5ca0024609463c1a406269e16a22456a.jpg?width=600&auto=webp,48,2,Upholstered or furnished,,1991,,,1315JD,2021-08-25
803,1500,1321 SE Almere (Literatuurwijk),House Hendrik Marsmanstraat 146,HousingNOW,/house-for-rent/almere/649fc8d9/hendrik-marsmanstraat,https://casco-media-prod.global.ssl.fastly.net/649fc8d9-bca8-5822-985e-5ea7a69261c9/d42e31eb5ac73cd16985b308e8205b65.jpg?width=600&auto=webp,115,5,,,2001,142 m²,,1321SE,2021-08-25
804,1850,2548 WD Den Haag (Lage Veld),House Jutland,Interhouse verhuurmakelaars Den Haag,/house-for-rent/den-haag/fb8fd59b/jutland,https://casco-media-prod.global.ssl.fastly.net/fb8fd59b-f7f9-598f-9eb8-28add64189c5/922e73048a704f2bb3ff826228acd7bf.jpg?width=600&auto=webp,165,6,Upholstered,,,,,2548WD,2021-08-25
805,1850,1059 WC Amsterdam (Westlandgracht),Apartment De Lierhof,Housing Agency,/apartment-for-rent/amsterdam/9d944025/de-lierhof,https://casco-media-prod.global.ssl.fastly.net/9d944025-5d09-530b-8b4d-5353dc59236c/6df5d01a703a659ce0f76171ebdc6f83.jpg?width=600&auto=webp,95,3,Upholstered,,1997,,,1059WC,2021-08-25
806,1150,2034 EH Haarlem (Stedenbuurt-west),Apartment Laan van Parijs,Overspaern Makelaardij,/apartment-for-rent/haarlem/ad799fb9/laan-van-parijs,https://casco-media-prod.global.ssl.fastly.net/ad799fb9-9398-53fd-be39-e559e710407a/93e4d1a8d5206ba79a647360278ae98f.jpg?width=600&auto=webp,100,4,,,1971-1980,,,2034EH,2021-08-25
807,1250,1403 VR Bussum (Midden Eng-West),Apartment Anthonie Fokkerstraat 4,Forte Makelaars,/apartment-for-rent/bussum/61701190/anthonie-fokkerstraat,https://casco-media-prod.global.ssl.fastly.net/61701190-a52f-5c90-99db-9f62d1468d16/ded010c259e1c917c5547c4f9ff5e88c.jpg?width=600&auto=webp,65,4,,,1955,,,1403VR,2021-08-25
808,1800,2517 ED Den Haag (Stadhoudersplantsoen),Apartment Groot Hertoginnelaan 79,Stokman Van Duren Makelaars Taxateurs,/apartment-for-rent/den-haag/55ea0df3/groot-hertoginnelaan,https://casco-media-prod.global.ssl.fastly.net/55ea0df3-688d-5c0d-ae2b-322a394a278b/6a536480fa48039d69d724ee38253d86.jpg?width=600&auto=webp,93,4,Furnished,,1895,,,2517ED,2021-08-25
809,950,5614 CC Eindhoven (Tuindorp),Apartment St Servaasweg,WoningVerkoop Garantiefonds,/apartment-for-rent/eindhoven/c65234d0/st-servaasweg,https://casco-media-prod.global.ssl.fastly.net/c65234d0-d291-5ed8-9c3c-109b297aa7b1/1490cce85acd969cd97045199600b460.jpg?width=600&auto=webp,80,4,,,1950,,,5614CC,2021-08-25
810,1800,2274 ED Voorburg (Voorburg Midden zuid),Apartment Laan van Nieuw Oosteinde 123 C,Mares Makelaars,/apartment-for-rent/voorburg/1d95157e/laan-van-nieuw-oosteinde,https://casco-media-prod.global.ssl.fastly.net/1d95157e-37fe-57ef-90ed-4ade659149ef/f32a3bd6cf765042ae3e6f83ecef17e0.jpg?width=600&auto=webp,164,6,Upholstered,,1965,,,2274ED,2021-08-25
811,1225,1951 GM Velsen-Noord (Duinvlietbuurt),Apartment Dijckmansstraat,Brantjes Makelaars Beverwijk,/apartment-for-rent/velsen-noord/1b56341e/dijckmansstraat,https://casco-media-prod.global.ssl.fastly.net/1b56341e-8dac-51a5-ab1c-1eeb08194015/3bf0dab445619cc0ba0e1d8179357ad6.jpg?width=600&auto=webp,70,2,,,1951,,28,1951GM,2021-08-25
812,2250,1071 JC Amsterdam (Museumkwartier),Apartment Cornelis Schuytstraat,Van Maarschalkerwaart Makelaars,/apartment-for-rent/amsterdam/67246605/cornelis-schuytstraat,https://casco-media-prod.global.ssl.fastly.net/67246605-5a9e-5ddd-97ce-11829f34a323/c159754a3c33dea559e23cde329bb9ab.jpg?width=600&auto=webp,60,3,Furnished,,1971-1980,,,1071JC,2021-08-25
813,1150,2642 LJ Pijnacker (Tolhek),Apartment Nes 94,Björnd Makelaardij,/apartment-for-rent/pijnacker/8008be43/nes,https://casco-media-prod.global.ssl.fastly.net/8008be43-5462-5cf7-9e87-6fdec56e48ec/b93353160527e718e88e2005968f1550.jpg?width=600&auto=webp,64,2,Furnished,,2008,,,2642LJ,2021-08-25
814,2245,1017 DV Amsterdam (Grachtengordel-Zuid),Apartment Keizersgracht,Alcoco.nl,/apartment-for-rent/amsterdam/e58b0d1a/keizersgracht,https://casco-media-prod.global.ssl.fastly.net/e58b0d1a-549c-5aa2-b002-717d3fc5aa10/bf7024b85b76b4d95bdf7dc912f46792.png?width=600&auto=webp,65,2,Furnished,,Before 1906,,,1017DV,2021-08-25
815,1170,3732 AL De Bilt (De Bilt Oost),Apartment Abt Ludolfweg,Domvast,/apartment-for-rent/de-bilt/e17acfa2/abt-ludolfweg,https://casco-media-prod.global.ssl.fastly.net/e17acfa2-03e5-5f3e-9e39-ba409e31b240/beb2188d4ae8fbb0bc079ad8d2b858ca.jpg?width=600&auto=webp,70,3,,,1945-1959,,,3732AL,2021-08-25
816,665,5141 HK Waalwijk (Centrum),Apartment Wilhelminastraat,De Huissleutel,/apartment-for-rent/waalwijk/2f4a33cc/wilhelminastraat,https://casco-media-prod.global.ssl.fastly.net/2f4a33cc-d0fa-5b9f-bf03-36a98aeaa9ed/dbee1bee9be388febf45d23cdd81b2e7.jpg?width=600&auto=webp,50,2,Upholstered,,,,,5141HK,2021-08-25
817,1250,2565 GE Den Haag (Bloemenbuurt-Oost),Apartment Goudenregenstraat 286,Rent a Stone,/apartment-for-rent/den-haag/8d3806f2/goudenregenstraat,https://casco-media-prod.global.ssl.fastly.net/8d3806f2-70e9-5c24-b3b5-a19c7449d2f0/4630313bc9fe8c26913f8cca7cc6bf3f.jpg?width=600&auto=webp,80,3,Upholstered,,1955,,,2565GE,2021-08-25
818,1500,1017 NL Amsterdam (De Weteringschans),Apartment Lange Leidsedwarsstraat 42 BG,Parker & Williams Real Estate Services,/apartment-for-rent/amsterdam/e2dc78df/lange-leidsedwarsstraat,https://casco-media-prod.global.ssl.fastly.net/e2dc78df-80db-5fde-a5f9-b6f6a49538d7/e51265500a3f3ab623bd80ee5fae6644.jpg?width=600&auto=webp,45,2,,,1991-2000,,18,1017NL,2021-08-25
819,1250,9725 AD Groningen (Herewegbuurt),Apartment Hereweg 28,STARCK in vastgoed,/apartment-for-rent/groningen/85506159/hereweg,https://media.pararius.nl/image/PR0001657000/PR0001657885/image/jpeg/400x600/GroningenHereweg-a47d_1.jpg,57,3,,,1880,,40,9725AD,2021-08-25
820,1495,3021 NG Rotterdam (Middelland),House Hondiusstraat,Riva Rentals,/house-for-rent/rotterdam/110a4092/hondiusstraat,https://casco-media-prod.global.ssl.fastly.net/110a4092-06fe-5ffe-a55c-5b25f10d7d55/090e0e1f4c2ab06be0fba34c4ce0a4c7.jpg?width=600&auto=webp,120,3,Furnished,,,,,3021NG,2021-08-25
821,865,6221 CX Maastricht (Wyck),House Wycker Grachtstraat,Prohousing,/house-for-rent/maastricht/acbe34bd/wycker-grachtstraat,https://casco-media-prod.global.ssl.fastly.net/acbe34bd-b2be-5314-8c59-3abd9742ef8e/79d08867014594c1141d57b54325ad22.jpg?width=600&auto=webp,20,1,Furnished,,,,,6221CX,2021-08-25
822,1630,6221 AP Maastricht (Sint Maartenspoort),House Lyonnetstraat,Prohousing,/house-for-rent/maastricht/781880c9/lyonnetstraat,https://casco-media-prod.global.ssl.fastly.net/781880c9-40c1-5451-ac12-5d2df8d1e5f7/ef401fc8c11dda8b336cd7e4822db2ad.jpg?width=600&auto=webp,140,4,Upholstered,,,,30,6221AP,2021-08-25
823,950,2512 VX Den Haag (Kortenbos),Apartment Lage Nieuwstraat,A&N Vastgoed,/apartment-for-rent/den-haag/6513a02b/lage-nieuwstraat,https://casco-media-prod.global.ssl.fastly.net/6513a02b-964b-56d5-81d9-b63cf51abb0c/9b5876d729cbcf5f5e262cacedc88619.jpg?width=600&auto=webp,38,1,Furnished,,,,,2512VX,2021-08-25
824,1050,9727 EE Groningen (Laanhuizen),Apartment Illegaliteitslaan 110,050Vastgoed,/apartment-for-rent/groningen/9494c9c4/illegaliteitslaan,https://casco-media-prod.global.ssl.fastly.net/9494c9c4-fac0-5325-98b5-0368800ec725/39387ba9ded6b08301b5ce1802d73550.jpg?width=600&auto=webp,71,3,Upholstered,,1960-1970,,,9727EE,2021-08-25
825,1495,3011 TA Rotterdam (Stadsdriehoek),Apartment Blaak 542,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/36db48c7/blaak,https://casco-media-prod.global.ssl.fastly.net/36db48c7-7f30-5038-aa72-d4712c456496/cc73356218c76c61d551df5a1e90ab08.jpg?width=600&auto=webp,95,3,Upholstered,,2006,,,3011TA,2021-08-25
826,1600,2586 HJ Den Haag (Belgisch Park),Apartment Gevers Deynootweg,Huisportaal.nl,/apartment-for-rent/den-haag/166cbd9c/gevers-deynootweg,https://casco-media-prod.global.ssl.fastly.net/166cbd9c-4cce-53ca-9f5d-40a3a5ce12fc/08d2016c656cec18f4ff68e7f3ecacd7.jpg?width=600&auto=webp,90,5,,,1951,,,2586HJ,2021-08-25
827,1600,2274 BR Voorburg (Voorburg Noord noord),Apartment van Arembergelaan 115,Expat & Real Estate B.V.,/apartment-for-rent/voorburg/41e8985f/van-arembergelaan,https://casco-media-prod.global.ssl.fastly.net/41e8985f-c0b0-5655-b2e9-28a3eabb23ce/59bf95f7c9ea83a268e27ae166a942dd.jpg?width=600&auto=webp,125,4,Furnished,,1906-1930,,,2274BR,2021-08-25
828,2900,2341 VK Oegstgeest (Oranje Nassau),House Prinses Marijkelaan 13,Tweelwonen.nl Leiden,/house-for-rent/oegstgeest/7244f114/prinses-marijkelaan,https://casco-media-prod.global.ssl.fastly.net/7244f114-a157-540d-bb47-f2e3d8ce3651/bf39449a6b307337dae18f37ae384cd8.jpg?width=600&auto=webp,160,5,,,1955,254 m²,,2341VK,2021-08-25
829,1750,1098 XA Amsterdam (Middenmeer),Apartment Carolina MacGillavrylaan,Interhouse verhuurmakelaars Amsterdam,/apartment-for-rent/amsterdam/39a330b1/carolina-macgillavrylaan,https://casco-media-prod.global.ssl.fastly.net/39a330b1-f932-5c43-88da-25d4202986c6/d566cf6a96c501edb7718a66dda64f7c.jpg?width=600&auto=webp,75,3,Upholstered,,,,,1098XA,2021-08-25
830,735,6001 SB Weert (Weert-Centrum),Apartment Nazarethsteeg 7,Kockelkorn Makelaardij,/apartment-for-rent/weert/99382f2d/nazarethsteeg,https://casco-media-prod.global.ssl.fastly.net/99382f2d-a97e-5226-80d4-1393320fa86b/2cf17a27ed3c02678c72601bbc8385d4.jpg?width=600&auto=webp,60,3,,,1988,,,6001SB,2021-08-25
831,1650,3016 BM Rotterdam (Nieuwe Werk),Apartment Westplein,Interhouse verhuurmakelaars Rotterdam,/apartment-for-rent/rotterdam/3813ea9d/westplein,https://casco-media-prod.global.ssl.fastly.net/3813ea9d-6769-5f66-97f9-2c543b809038/768e48d7268488ed737f7a5205796683.jpg?width=600&auto=webp,95,2,Upholstered,,,,,3016BM,2021-08-25
832,2500,6212 CA Maastricht (Villapark),House Sint Willibrordusstraat,Star Housing,/house-for-rent/maastricht/5a43ecfd/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/5a43ecfd-2c38-5aca-b3e1-b0f3dcd8d43c/b9ce417221fccbb5e4166814b3b4070d.jpg?width=600&auto=webp,125,6,Upholstered,,,,,6212CA,2021-08-25
833,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,Shell,,1873,,,3012JM,2021-08-25
834,1395,2561 SV Den Haag (Valkenboskwartier),Apartment Daltonstraat 68,Rent a Stone,/apartment-for-rent/den-haag/ac813c7c/daltonstraat,https://casco-media-prod.global.ssl.fastly.net/ac813c7c-993e-5762-aad6-992beb34cdf6/d29b587b3aa1f1c3dd2ed2b71a102c24.jpg?width=600&auto=webp,78,3,,,,,,2561SV,2021-08-25
835,780,6411 DX Heerlen (Eikenderveld),Apartment De Heugden 354,Heimstaden,/apartment-for-rent/heerlen/951eab23/de-heugden,https://casco-media-prod.global.ssl.fastly.net/951eab23-71d8-5328-b848-39e2e6876a3e/fad72c513f73106d3b1c631c1bd382f2.jpg?width=600&auto=webp,62,3,,,2019,,,6411DX,2021-08-25
836,1250,3532 HL Utrecht (Lombok-Oost),Apartment Vleutenseweg 62,StartHousing,/apartment-for-rent/utrecht/1d56739c/vleutenseweg,https://casco-media-prod.global.ssl.fastly.net/1d56739c-e5e9-58f2-91a0-fe28b92ed08f/409f7a1cda5ddbcb15d0e3ef39347153.jpg?width=600&auto=webp,51,2,,,2008,,,3532HL,2021-08-25
837,950,6828 HL Arnhem (Spijkerbuurt),Apartment Karel van Gelderstraat,123Wonen Arnhem,/apartment-for-rent/arnhem/21e0155b/karel-van-gelderstraat,https://casco-media-prod.global.ssl.fastly.net/21e0155b-49f5-5a8d-96ac-3f9a9de96306/af3e19eca24cadfceddbe1e8712b1329.png?width=600&auto=webp,57,3,Upholstered,,2021,,,6828HL,2021-08-25
838,1400,2522 RV Den Haag (Noordpolderbuurt),Apartment Pasteurstraat,De Bloois Vastgoed,/apartment-for-rent/den-haag/08c2390e/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/08c2390e-f7b8-5c7d-9d7d-fbcbc92724ad/a7edfb327a74250e6d8e5ddaeac47acf.jpg?width=600&auto=webp,83,4,Upholstered,,,,,2522RV,2021-08-25
839,850,6828 CG Arnhem (Spijkerbuurt),Apartment Steenstraat,NederWoon verhuurmakelaars Arnhem,/apartment-for-rent/arnhem/25171fee/steenstraat,https://casco-media-prod.global.ssl.fastly.net/25171fee-07ab-516a-a314-2cdb0e636038/05d59378a7e0a4ceae1382adbe156216.jpg?width=600&auto=webp,50,2,Shell,,,,,6828CG,2021-08-25
840,900,2201 AE Noordwijk (Verspreide huizen Zuiden en Oosten),House Herenweg,Interhouse verhuurmakelaars Sassenheim,/house-for-rent/noordwijk-zh/46ee984e/herenweg,https://casco-media-prod.global.ssl.fastly.net/46ee984e-9107-5a8d-911f-42eb98a9c078/ba7e2cab1c6953675b1d3cf028e2a84e.jpg?width=600&auto=webp,40,2,Furnished,,1930,,,2201AE,2021-08-25
